aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
ERJ135#2,0.008998394012451172,2,36,[],0,[ 60 120]
A321#2,0.006009101867675781,2,110,[],0,[ 0 60]
A321#1,0.0370028018951416,3,968,[],0,[  0 120 120]
A320#8,0.0010004043579101562,1,10,[],0,[0]
A320#7,0.0039997100830078125,2,81,[],0,[ 0 60]
A320#5,0.0400080680847168,3,880,[],0,[60 60 60]
A320#4,0.00700068473815918,2,80,[],0,[ 0 60]
A320#3,0.002001047134399414,1,8,[],0,[0]
A320#2,0.0010004043579101562,1,6,[],0,[0]
A319#8,0.005001068115234375,2,90,[],0,[ 0 60]
A319#5,0.0020029544830322266,1,7,[],0,[0]
A319#4,0.0039975643157958984,2,42,[],0,[ 0 60]
A318#8,0.0010058879852294922,1,12,[],0,[0]
A318#6,0.0009996891021728516,1,4,[],0,[60]
A318#4,0.03300333023071289,3,800,[],0,[  0 120 120]
