aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
A318#33,6.968027353286743,7,30184,[],0,[180   0  -1  -1   0   0   0]
CRJ700#67,0.17500996589660645,5,7488,[],0,[0 0 0 0 0]
A340#73,0.0020003318786621094,4,20,[],0,[-1 -1  0  0]
A340#16,0.015003681182861328,4,108,[],0,[  0 900 540  -1]
A330#15,0.0009987354278564453,2,2,[],0,[60 -1]
A320#129,1.172119379043579,7,21000,[],0,[60  0  0  0  0  0  0]
A320#105,0.3600280284881592,6,4800,[],0,[0 0 0 0 0 0]
A319#38,1.6806533336639404,8,12960,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#163,2.484184741973877,8,18000,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#101,0.2330174446105957,6,1944,[],0,[0 0 0 0 0 0]
A318#34,0.12703824043273926,6,480,[],0,[ 60 780  -1  -1   0   0]
A318#125,0.10800862312316895,6,1080,[],0,[-1 -1  0  0  0  0]
A320#120,3.5672647953033447,8,14400,[],0,[  0 720 420  -1  -1 180 180  -1]
A320#138,1.849646806716919,8,15552,[],0,[-1 -1  0  0  0  0  0  0]
A320#153,1.3521003723144531,8,16200,[],0,[0 0 0 0 0 0 0 0]
A320#168,0.9160652160644531,6,24192,[],0,[  0 600  60   0   0   0]
A320#48,0.5400426387786865,8,1920,[],0,[-1 -1 -1 -1 -1 -1 -1 -1]
A320#49,2.6481971740722656,8,34020,[],0,[-1 -1  0  0  0  0  0  0]
A320#50,0.10100865364074707,8,1152,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#53,0.008998870849609375,8,64,[],0,[-1 -1 -1 -1  0  0 -1 -1]
A320#56,0.1180112361907959,8,864,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#59,0.03800654411315918,7,192,[],0,[0 0 0 0 0 0 0]
A320#6,0.2810232639312744,8,5400,[],0,[-1 -1  0  0  0  0  0  0]
A321#106,0.3980262279510498,7,1800,[],0,[120  -1  -1  -1  -1   0   0]
A321#197,2.981754779815674,8,24192,[],0,[  0  60 540 120 120   0   0   0]
CRJ100#225,0.4440314769744873,7,4320,[],0,[-1 -1  0  0  0  0  0]
CRJ100#226,3.037740468978882,8,15120,[],0,[ -1  -1  -1 540 540  -1   0   0]
ERJ135#159,0.10000848770141602,6,1440,[],0,[  0 600 120 300   0   0]
ERJ135#178,1.7106380462646484,8,15360,[],0,[  0   0   0 180 420 300 300  -1]
ERJ135#18,0.5920438766479492,7,1920,[],0,[ 60 600 240 360  -1  -1  -1]
ERJ135#29,1.4236431121826172,7,7040,[],0,[720 840 360 360  -1  -1  -1]
ERJ135#93,1.5012075901031494,7,7200,[],0,[720  -1  -1   0   0   0   0]
F100#87,0.23901844024658203,8,3600,[],0,[  0  60   0 660  -1   0   0  -1]
A319#126,1.8446853160858154,8,16200,[],0,[-1 -1  0  0  0  0  0  0]
A319#127,0.9380664825439453,9,9072,[],0,[180  -1  -1   0   0   0   0   0   0]
A320#139,0.4660353660583496,8,15552,[],0,[0 0 0 0 0 0 0 0]
A320#152,0.9220662117004395,7,29700,[],0,[60  0  0  0  0  0  0]
CRJ100#214,1.9691498279571533,10,38400,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A321#114,4.588383436203003,9,50400,[],0,[ 0 -1 -1  0  0  0  0  0  0]
A320#91,0.011998891830444336,5,72,[],0,[-1 -1 -1 -1 -1]
A318#17,8.093600034713745,9,108864,[],0,[-1 -1  0  0  0  0  0  0 60]
A321#147,19.038546562194824,8,144000,[],0,[-1 -1  0  0  0  0  0  0]
A320#235,5.981465101242065,8,155520,[],0,[ 0 60  0  0  0  0  0  0]
A320#128,12.470109462738037,9,165888,[],0,[ 0 -1 -1  0  0  0  0  0  0]
A319#149,7.546192407608032,9,87480,[],0,[-1 -1  0  0  0  0  0  0  0]
A319#20,34.70441150665283,10,138240,[],0,[ 0 -1 -1 -1 -1  0  0  0  0  0]
A321#200,21.69891619682312,9,43200,[],0,[900  -1  -1  -1  -1   0   0   0   0]
A318#183,12.442522525787354,9,124416,[],0,[-1 -1  0  0  0  0  0  0  0]
A318#24,5.915485858917236,9,15120,[],0,[-1 -1 -1 -1 -1 -1 -1 -1 -1]
A319#188,6.042505979537964,10,27648,[],0,[720  -1  -1   0   0  -1  -1   0   0  -1]
A320#141,8.950791358947754,10,103680,[],0,[ 0 -1 -1  0  0  0  0  0  0  0]
A320#222,23.42287802696228,11,77760,[],0,[840   0  -1  -1  -1  -1   0   0   0   0   0]
A319#187,111.04306054115295,10,288000,[],0,[720  -1  -1  -1  -1   0   0   0   0   0]
A320#192,38.59398555755615,12,294912,[],0,[ 0 60  0  0 -1 -1  0  0  0  0  0  0]
