aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
ERJ135#93,0.0009984970092773438,2,1,[],0,[-1 -1]
BAE300#81,0.0009999275207519531,5,1,[],0,[-1 -1 -1 -1 -1]
A321#107,0.0020008087158203125,2,6,[],0,[240   0]
A320#205,0.4580402374267578,6,4200,[],0,[660   0   0   0   0   0]
A320#195,0.48303794860839844,7,4800,[],0,[-1 -1  0  0  0  0  0]
A320#151,0.1240084171295166,5,4032,[],0,[540 120   0   0   0]
A320#137,1.9651703834533691,6,16640,[],0,[180 600 120 360 240  -1]
A319#78,0.07100486755371094,4,1260,[],0,[240 240 240   0]
A319#42,1.784703254699707,7,8640,[],0,[180  -1  -1   0   0   0   0]
A319#37,7.044197082519531,10,28800,[],0,[540  -1  -1  -1  -1   0   0   0  -1  -1]
A319#248,0.5300471782684326,6,10080,[],0,[600  60  60   0   0   0]
A319#246,0.08000493049621582,5,840,[],0,[180 180 120 240  -1]
A319#203,0.35903096199035645,6,2520,[],0,[ 60 120   0  -1  -1   0]
A319#186,2.4462714195251465,9,32256,[],0,[-1 -1  0  0  0  0  0  0  0]
A319#101,0.001998424530029297,1,1,[],0,[-1]
A318#34,1.233105182647705,8,8640,[],0,[300  -1  -1   0   0   0   0   0]
A318#32,0.8291032314300537,9,6720,[],0,[360  -1  -1  -1  -1   0   0   0   0]
A318#247,0.051003217697143555,5,1890,[],0,[60  0  0  0  0]
A319#249,5.299013376235962,9,30720,[],0,[-1 -1 -1 -1  0  0  0  0  0]
A320#112,0.5930523872375488,10,2304,[],0,[ -1  -1  -1  -1   0  60 720 720 360 660]
A320#204,0.28805994987487793,8,4480,[],0,[-1 -1  0  0  0  0  0  0]
A320#223,0.1996166706085205,7,5760,[],0,[780 600 180   0   0   0   0]
A320#250,0.6570589542388916,9,11664,[],0,[ -1  -1   0   0 720  60   0   0   0]
A320#50,2.6682326793670654,11,24576,[],0,[420 420  -1  -1  -1  -1   0   0   0   0   0]
A320#54,0.8255927562713623,10,3840,[],0,[-1 -1 -1  0  0  0 -1 -1  0  0]
A320#55,1.422661304473877,10,4608,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#56,0.2420518398284912,11,4320,[],0,[ -1  -1 180 780  -1  -1   0   0   0   0   0]
A320#60,0.9561238288879395,11,9600,[],0,[-1 -1 -1 -1 60  0  0  0  0  0  0]
A320#7,1.7761571407318115,12,14112,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#91,0.06800556182861328,7,324,[],0,[-1 -1 -1 -1 -1 -1 -1]
A320#98,0.38854360580444336,9,135,[],0,[-1 -1 -1 -1 -1  0  0  0  0]
A321#131,0.6430540084838867,8,3300,[],0,[ -1  -1  -1 600 300 300 300   0]
A321#197,4.272892236709595,13,25920,[],0,[ -1  -1  -1 120  -1  -1  -1  -1   0   0   0   0   0]
A321#26,1.5101401805877686,11,23040,[],0,[ -1  -1  -1  -1  -1 600 120   0   0   0   0]
A321#63,5.446475505828857,11,48600,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0]
A318#35,0.6440572738647461,12,6912,[],0,[-1 -1 -1  0  0  0  0  0  0  0  0  0]
A319#126,0.6161508560180664,11,2560,[],0,[-1 -1 -1 -1 -1 -1  0 -1 -1  0  0]
A319#190,0.7760965824127197,10,9216,[],0,[ -1  -1  -1  -1 660 120 180 180  60  60]
A319#211,1.2321081161499023,9,5760,[],0,[-1 -1  0  0  0 -1 -1 -1  0]
A319#38,2.119696855545044,13,18432,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A319#39,2.603224277496338,12,13824,[],0,[-1 -1 -1 -1 -1  0 60 60 -1 -1  0  0]
A319#4,1.3601183891296387,12,9000,[],0,[-1 -1 -1 -1 -1 -1 60 60  0  0  0  0]
A319#41,0.26902151107788086,11,1536,[],0,[ -1  -1  -1  -1  -1 720 720   0   0   0   0]
A319#5,6.457657098770142,12,32256,[],0,[ -1  -1  -1  -1  -1 840 840  -1  -1   0   0   0]
A319#95,1.636145830154419,10,10368,[],0,[-1 -1  0 -1 -1  0  0  0  0  0]
A320#102,5.1675426959991455,9,38016,[],0,[-1 -1 -1  0  0  0  0  0  0]
A320#105,1.2256286144256592,10,20160,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A320#129,0.0680086612701416,9,432,[],0,[ -1  -1 720  -1  -1   0   0  -1  -1]
A320#138,6.042587757110596,12,34560,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#139,2.7189137935638428,11,5760,[],0,[ -1  -1  -1  -1  -1 600 120  -1  -1   0   0]
A320#152,5.570548057556152,12,46080,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#161,0.9000802040100098,11,3200,[],0,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1]
A320#168,1.5161774158477783,10,14400,[],0,[ -1  -1  -1  -1 780 780 300 180 120   0]
A320#21,3.8313889503479004,10,24000,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#47,0.14301443099975586,11,960,[],0,[ -1  -1  -1  -1 840 360  -1  -1   0   0   0]
A320#48,7.068509578704834,12,25920,[],0,[ -1   0   0   0   0 660  -1  -1  -1  -1   0   0]
A320#49,5.312521696090698,12,43200,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#51,3.642385244369507,10,16200,[],0,[ -1  -1  -1  -1 660 180 180 300 300  -1]
A320#53,1.2161026000976562,12,4320,[],0,[ -1  -1  -1  -1  -1 660 180 180  -1  -1   0   0]
A320#57,2.042178153991699,11,6480,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0]
A320#8,7.053809881210327,12,25920,[],0,[60 -1 -1 -1 -1 -1 -1  0  0  0  0  0]
A321#80,19.152021884918213,13,51840,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A318#17,8.466205358505249,14,41472,[],0,[ -1  -1  -1  -1  -1  -1  -1  -1   0 180 180 180 180 120]
A319#100,1.2646501064300537,12,3072,[],0,[ -1  -1  -1  -1  -1 660 300  -1  -1   0   0   0]
A319#40,6.536229848861694,13,27648,[],0,[ -1  -1  -1  -1  -1 540  60  60   0   0  -1  -1   0]
A319#44,2.6802327632904053,10,6480,[],0,[ -1   0   0 540  -1  -1   0   0   0   0]
A319#45,1.5081303119659424,12,1296,[],0,[ -1  -1  -1  -1  -1 660  -1  -1   0   0   0   0]
A319#99,2.2807109355926514,12,432,[],0,[-1 -1 -1 -1 -1  0  0  0  0 -1 -1 -1]
A320#12,21.940779447555542,12,50400,[],0,[ -1  -1  -1  -1  -1 600 180 180 240  -1  -1   0]
A320#191,2.862888813018799,13,24000,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0 60 60 -1]
A321#236,7.551868677139282,10,18000,[],0,[ -1  -1  -1  -1  -1 600 180 120 240  60]
A318#23,10.861205577850342,12,51840,[],0,[ -1  -1  -1  -1  -1 120   0   0   0   0   0   0]
