aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
F100#2,0.00099945068359375,1,13,[],0,[0]
CRJ100#4,0.023006439208984375,3,576,[],0,[0 0 0]
CRJ100#3,0.007001399993896484,2,154,[],0,[0 0]
BAE300#3,0.00800323486328125,2,143,[],0,[0 0]
BAE200#2,0.0020020008087158203,1,11,[],0,[0]
A320#9,0.03200554847717285,3,1560,[],0,[ 0 60 60]
A320#8,0.005998134613037109,2,132,[],0,[0 0]
A320#6,0.036997318267822266,3,880,[],0,[ 0 60 60]
A320#22,0.003999471664428711,2,108,[],0,[ 0 60]
A320#10,0.0390009880065918,3,1560,[],0,[ 0 60 60]
A319#8,0.03900313377380371,3,1188,[],0,[ 0 60 60]
A319#6,0.004001140594482422,2,66,[],0,[0 0]
A319#5,0.0029985904693603516,2,48,[],0,[  0 120]
A319#2,0.44617295265197754,4,12480,[],0,[ 0 60 60 60]
A319#13,0.004003286361694336,2,91,[],0,[0 0]
A318#8,0.009001731872558594,2,156,[],0,[60 60]
A318#2,0.0019998550415039062,1,4,[],0,[60]
A318#4,11.756173372268677,6,187200,[],0,[180   0 480 480   0   0]
A320#7,14.725476026535034,6,249480,[],0,[180   0 480 480   0   0]
