aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
A318#33,8.317512035369873,7,37632,[],0,[180   0  -1  -1   0   0   0]
CRJ700#67,0.19301795959472656,5,7488,[],0,[0 0 0 0 0]
CRJ100#214,0.0010018348693847656,2,1,[],0,[-1 -1]
B737800#162,0.0,4,1,[],0,[-1 -1 -1 -1]
A340#16,0.016001224517822266,4,108,[],0,[  0 900 540  -1]
A330#15,0.0010004043579101562,1,1,[],0,[-1]
A320#50,1.3581178188323975,7,13608,[],0,[-1 -1  0  0  0  0  0]
A320#129,1.327627182006836,7,21000,[],0,[60  0  0  0  0  0  0]
A320#105,0.22801828384399414,6,3360,[],0,[0 0 0 0 0 0]
A319#38,3.1898210048675537,8,25200,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#163,2.3727502822875977,8,14400,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#127,0.7240996360778809,8,17280,[],0,[0 0 0 0 0 0 0 0]
A319#101,0.5205659866333008,6,1944,[],0,[0 0 0 0 0 0]
A318#34,0.07800841331481934,6,256,[],0,[ 60 780  -1  -1   0   0]
A318#247,0.0020008087158203125,4,6,[],0,[ 0 -1 60 -1]
A318#202,0.00099945068359375,1,1,[],0,[-1]
A318#125,0.18204402923583984,6,1080,[],0,[-1 -1  0  0  0  0]
A319#126,2.724749803543091,8,40320,[],0,[-1 -1  0  0  0  0  0  0]
A320#120,1.1451003551483154,8,4608,[],0,[  0 720  -1  -1  -1  -1  -1  -1]
A320#138,1.1910896301269531,8,15552,[],0,[-1 -1  0  0  0  0  0  0]
A320#153,1.3162426948547363,8,20160,[],0,[0 0 0 0 0 0 0 0]
A320#168,1.7556610107421875,6,32928,[],0,[  0 600  60   0   0   0]
A320#48,1.3381166458129883,8,3072,[],0,[780 840  -1  -1   0   0   0   0]
A320#53,0.0640113353729248,8,256,[],0,[-1 -1 -1 -1  0  0  0  0]
A320#56,0.48104238510131836,8,1920,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#59,0.07400846481323242,7,432,[],0,[780  -1  -1   0   0   0   0]
A320#6,0.18601751327514648,7,1008,[],0,[780 240  -1  -1   0   0  -1]
A321#106,0.6650590896606445,7,2160,[],0,[120  -1  -1  -1  -1   0   0]
A321#198,0.2200181484222412,8,1152,[],0,[ -1  -1  -1  -1   0 180   0  -1]
CRJ100#225,0.5400826930999756,7,5632,[],0,[-1 -1  0  0  0  0  0]
CRJ100#226,7.9230170249938965,8,32256,[],0,[ -1  -1  -1 540 540  -1   0   0]
ERJ135#159,0.21201801300048828,6,2500,[],0,[0 0 0 0 0 0]
ERJ135#18,0.4490373134613037,7,5400,[],0,[-1 -1  0  0  0  0  0]
ERJ135#29,2.2367136478424072,7,19008,[],0,[720 780 300 300  60   0   0]
ERJ135#93,0.8316256999969482,7,3600,[],0,[720  -1  -1   0   0   0   0]
F100#87,3.3663341999053955,9,26880,[],0,[  0 720  -1  -1  60   0   0   0   0]
A320#139,0.9430854320526123,8,25200,[],0,[0 0 0 0 0 0 0 0]
A320#49,5.707526445388794,8,57600,[],0,[-1 -1  0  0  0  0  0  0]
A321#197,2.6072256565093994,8,13500,[],0,[ 0 -1 -1  0  0  0  0 -1]
ERJ135#178,0.2530231475830078,8,6912,[],0,[0 0 0 0 0 0 0 0]
A320#152,1.519214391708374,7,58800,[],0,[60  0  0  0  0  0  0]
A318#17,6.771098852157593,9,93312,[],0,[-1 -1  0  0  0  0  0  0  0]
BAE300#117,16.132628202438354,10,115200,[],0,[60 60 -1 -1  0  0  0  0  0  0]
A320#235,6.34269118309021,8,181440,[],0,[ 0 60  0  0  0  0  0  0]
A321#147,27.023356437683105,8,145152,[],0,[-1 -1  0  0  0  0  0  0]
A320#128,19.696900606155396,9,207360,[],0,[ 0 -1 -1  0  0  0  0  0  0]
A321#114,24.4978768825531,8,137200,[],0,[  0 600 120 180  -1  -1   0   0]
A319#149,6.411673069000244,9,90720,[],0,[-1 -1  0  0  0  0  0  0  0]
A321#200,71.40881204605103,9,151200,[],0,[720 780 300 360 360 360  -1  -1  -1]
A318#24,72.76397180557251,9,145152,[],0,[840  -1  -1  -1  -1   0   0   0   0]
A319#188,24.11297583580017,10,192000,[],0,[180  -1  -1   0   0   0   0   0   0   0]
A319#20,11.830992698669434,10,64800,[],0,[  0  -1  -1   0   0   0   0 120 120  -1]
A318#183,18.138692617416382,9,105600,[],0,[-1 -1  0  0  0  0  0  0  0]
A319#187,70.49411058425903,10,216000,[],0,[720  -1  -1  -1  -1   0   0   0   0   0]
A320#141,21.245628118515015,10,155520,[],0,[ 0 -1 -1  0  0  0  0  0  0  0]
A320#222,53.77491116523743,11,181440,[],0,[780   0  -1  -1  -1  -1   0   0   0   0   0]
