aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
F100#2,0.002000570297241211,1,13,[],0,[0]
CRJ100#4,0.02499985694885254,3,576,[],0,[0 0 0]
CRJ100#3,0.008002042770385742,2,154,[],0,[0 0]
BAE300#3,0.007000923156738281,2,143,[],0,[0 0]
BAE200#2,0.001001119613647461,1,11,[],0,[0]
A320#9,0.033002376556396484,3,1560,[],0,[ 0 60 60]
A320#8,0.005000114440917969,2,132,[],0,[0 0]
A320#6,0.023000240325927734,3,880,[],0,[ 0 60 60]
A320#22,0.00499725341796875,2,108,[],0,[ 0 60]
A320#10,0.04899954795837402,3,1560,[],0,[ 0 60 60]
A319#8,0.03700995445251465,3,1188,[],0,[ 0 60 60]
A319#6,0.004987001419067383,2,66,[],0,[0 0]
A319#5,0.005992889404296875,2,48,[],0,[  0 120]
A319#2,0.36606335639953613,4,12480,[],0,[ 0 60 60 60]
A319#13,0.006001949310302734,2,91,[],0,[0 0]
A318#8,0.0050029754638671875,2,156,[],0,[60 60]
A318#2,0.0009996891021728516,1,4,[],0,[60]
A318#4,10.873605251312256,6,187200,[],0,[180   0 480 480   0   0]
A320#7,15.61560320854187,6,249480,[],0,[180   0 480 480   0   0]
