aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
A321#107,0.005002498626708984,2,6,[],0,[240   0]
A320#205,0.5470216274261475,6,4200,[],0,[660   0   0   0   0   0]
A320#195,0.5430457592010498,7,4800,[],0,[-1 -1  0  0  0  0  0]
A320#151,0.15003514289855957,5,3528,[],0,[540 120   0   0   0]
A320#137,3.3812952041625977,6,16640,[],0,[180 600 120 360 240  -1]
A319#78,0.15242743492126465,4,1260,[],0,[240 240 240   0]
A319#42,2.168187379837036,7,8640,[],0,[180  -1  -1   0   0   0   0]
A319#40,0.3010284900665283,12,960,[],0,[-1  0 -1  0 -1  0 -1 -1  0 -1 -1 -1]
A319#37,10.444920539855957,10,27000,[],0,[540  -1  -1  -1  -1   0   0   0  -1  -1]
A319#248,0.705847978591919,6,10080,[],0,[600  60  60   0   0   0]
A319#246,0.1380155086517334,5,840,[],0,[180 180 120 240  -1]
A319#203,0.4890103340148926,6,2520,[],0,[ 60 120   0  -1  -1   0]
A319#101,0.0019948482513427734,1,1,[],0,[-1]
A318#34,1.623140811920166,8,8640,[],0,[300  -1  -1   0   0   0   0   0]
A318#32,4.623467206954956,9,24192,[],0,[-1 -1 -1 -1  0  0  0  0  0]
A318#247,0.0780024528503418,5,1890,[],0,[60  0  0  0  0]
A319#186,4.087374925613403,9,46656,[],0,[ -1  -1 120 540 120 120   0   0   0]
A319#211,1.8021581172943115,9,32400,[],0,[-1  0  0  0  0  0  0  0 -1]
A319#249,8.85783076286316,9,30720,[],0,[-1 -1 -1 -1  0  0  0  0  0]
A320#112,0.32402968406677246,10,2592,[],0,[ -1  -1  -1  -1   0  60 720 720 360 660]
A320#204,0.21101856231689453,8,2880,[],0,[-1 -1  0  0  0  0  0  0]
A320#223,0.3400533199310303,7,3072,[],0,[-1 -1  0  0  0  0  0]
A320#250,0.49805212020874023,9,15552,[],0,[-1 -1  0  0  0  0  0  0  0]
A320#50,6.609763145446777,11,36864,[],0,[420 420  -1  -1  -1  -1   0   0   0   0   0]
A320#54,1.312117099761963,10,5760,[],0,[-1 -1 -1  0  0  0 -1 -1  0  0]
A320#55,0.20601892471313477,10,2304,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#56,0.13901090621948242,11,2160,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#60,0.49204325675964355,11,10240,[],0,[-1 -1 -1 -1 60  0  0  0  0  0  0]
A320#7,1.5826725959777832,12,14112,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#91,0.10200905799865723,7,324,[],0,[-1 -1 -1 -1 -1 -1 -1]
A320#98,0.015006542205810547,9,90,[],0,[-1 -1 -1 -1 -1  0  0  0  0]
A321#131,0.12001514434814453,8,1584,[],0,[ -1  -1  -1 600 300 300 300   0]
A321#26,1.5451149940490723,11,21120,[],0,[ -1  -1  -1  -1  -1 600 120   0   0   0   0]
A321#63,7.195551872253418,11,48600,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0]
A321#80,9.401831865310669,13,49896,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A318#35,0.2880268096923828,12,6912,[],0,[-1 -1 -1  0  0  0  0  0  0  0  0  0]
A319#126,0.9410841464996338,11,2560,[],0,[-1 -1 -1 -1 -1 -1  0 -1 -1  0  0]
A319#127,6.80783486366272,9,18432,[],0,[-1 -1 -1 -1 -1 -1 -1 -1 -1]
A319#190,1.4191253185272217,10,13824,[],0,[ -1  -1  -1  -1 660 120 180 180  60  60]
A319#38,0.932081937789917,13,9216,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A319#39,2.566950559616089,12,10368,[],0,[-1 -1 -1 -1 -1  0 60 60 -1 -1  0  0]
A319#4,0.9483299255371094,12,10800,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A319#41,0.0720064640045166,11,1152,[],0,[ -1  -1  -1  -1  -1 780 780   0   0   0   0]
A319#5,5.01297926902771,12,16128,[],0,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0]
A319#95,1.030109167098999,10,8640,[],0,[-1 -1  0 -1 -1  0  0  0  0  0]
A320#102,6.607309579849243,9,38016,[],0,[-1 -1 -1  0  0  0  0  0  0]
A320#105,0.6670598983764648,10,17280,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A320#129,0.16901540756225586,9,576,[],0,[ -1  -1 720  -1  -1   0   0  -1  -1]
A320#138,2.824273109436035,12,20736,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#139,1.5421645641326904,11,5760,[],0,[ -1  -1  -1  -1  -1 600 120  -1  -1   0   0]
A320#161,1.2761108875274658,11,3200,[],0,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1]
A320#168,0.7560656070709229,10,13440,[],0,[ -1  -1  -1  -1 720 720 180  60   0   0]
A320#21,9.912425756454468,10,42768,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#46,0.9580850601196289,11,12960,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#47,0.2700228691101074,11,2880,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#48,9.063207149505615,12,25920,[],0,[ -1   0   0   0   0 660  -1  -1  -1  -1   0   0]
A320#49,3.2772884368896484,12,24192,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0 60]
A320#51,4.311426639556885,10,16200,[],0,[ -1  -1  -1  -1 660 180 180 300 300  -1]
A320#53,0.8669826984405518,12,2880,[],0,[-1 -1 -1 -1 -1 -1  0  0 -1 -1  0  0]
A320#57,2.3752071857452393,11,15552,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#8,3.75532865524292,12,17280,[],0,[60 -1 -1 -1 -1 -1 -1  0  0  0  0  0]
A321#197,13.660709857940674,13,51840,[],0,[180 360  -1  -1  -1  -1  -1  -1   0   0   0   0   0]
A321#236,3.176279306411743,10,18480,[],0,[ -1  -1  -1  -1  -1 600 180 120 240 120]
A318#17,9.368865251541138,14,31104,[],0,[ -1  -1  -1  -1  -1  -1  -1  -1   0  60   0   0 180  -1]
A319#100,0.765552282333374,12,4608,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0 -1]
