aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
F100#2,0.0020008087158203125,1,13,[],0,[0]
CRJ100#4,0.017996549606323242,3,576,[],0,[0 0 0]
CRJ100#3,0.006001710891723633,2,154,[],0,[0 0]
BAE300#3,0.01500082015991211,2,143,[],0,[0 0]
BAE200#2,0.0020024776458740234,1,11,[],0,[0]
A320#9,0.03400158882141113,3,1560,[],0,[ 0 60 60]
A320#8,0.004998683929443359,2,132,[],0,[0 0]
A320#6,0.025999784469604492,3,880,[],0,[ 0 60 60]
A320#22,0.005999326705932617,2,108,[],0,[ 0 60]
A320#10,0.03600263595581055,3,1560,[],0,[ 0 60 60]
A319#8,0.046003103256225586,3,1188,[],0,[ 0 60 60]
A319#6,0.0029964447021484375,2,66,[],0,[0 0]
A319#5,0.004001140594482422,2,48,[],0,[  0 120]
A319#2,0.36502766609191895,4,12480,[],0,[ 0 60 60 60]
A319#13,0.005003213882446289,2,91,[],0,[0 0]
A318#8,0.007003307342529297,2,156,[],0,[60 60]
A318#2,0.0010004043579101562,1,4,[],0,[60]
A318#4,11.740004062652588,6,187200,[],0,[180   0 480 480   0   0]
A320#7,14.556744813919067,6,249480,[],0,[180   0 480 480   0   0]
