aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
F100#4,0.006999969482421875,2,196,[],0,[  0 120]
F100#3,0.07500791549682617,3,2688,[],0,[ 0 60 60]
F100#2,0.006998538970947266,2,196,[],0,[ 0 60]
ERJ135#1,0.006001472473144531,1,15,[],0,[0]
CRJ100#2,0.0020008087158203125,1,13,[],0,[0]
CRJ100#1,0.46604251861572266,4,14400,[],0,[0 0 0 0]
BAE300#1,0.0020034313201904297,1,12,[],0,[0]
BAE200#2,0.0019991397857666016,1,11,[],0,[0]
A321#3,0.5651030540466309,4,22176,[],0,[ 0 60  0  0]
A320#9,1.0320873260498047,4,25200,[],0,[ 0 60 60 60]
A320#8,0.08001041412353516,3,2002,[],0,[ 0 60 60]
A320#7,1.078094244003296,4,18018,[],0,[ 0 60 60 60]
A320#5,0.031003713607788086,3,880,[],0,[60 60 60]
A320#17,0.041002750396728516,3,2002,[],0,[ 0 60 60]
A320#15,0.045006752014160156,3,2240,[],0,[ 0 60  0]
A320#10,0.6625690460205078,4,21560,[],0,[ 0 60 60 60]
A319#8,0.5020463466644287,4,19305,[],0,[0 0 0 0]
A319#13,0.006002902984619141,2,84,[],0,[60 60]
A319#1,0.48804211616516113,4,18480,[],0,[ 0 60 60  0]
A318#5,0.4885523319244385,4,16731,[],0,[ 0 60 60 60]
A318#2,0.0030066967010498047,2,45,[],0,[60  0]
A318#1,0.0029981136322021484,2,105,[],0,[0 0]
A318#4,4.785022258758545,5,199680,[],0,[  0 120 120 120 120]
A320#4,5.0155253410339355,5,221760,[],0,[ 0 60 60 60 60]
