4360 LDE ORY 06:30 07:55 0 07/01/06 ERJ145#2
4359 ORY LDE 08:45 10:05 0 07/01/06 ERJ145#2
4350 LDE ORY 10:45 12:10 0 07/01/06 ERJ145#2
4349 ORY LDE 12:55 14:15 0 07/01/06 ERJ145#2
4486 BOD CDG 07:25 08:50 0 07/01/06 A320#16
4485 CDG BOD 09:55 11:15 0 07/01/06 A320#16
4490 BOD CDG 12:35 14:00 0 07/01/06 A320#16
4549 CDG MPL 17:45 19:10 0 07/01/06 A320#16
4548 MPL CDG 20:00 21:30 0 07/01/06 A320#16
2624 NTE MRS 07:05 08:25 0 07/01/06 A318#3
2623 MRS NTE 09:00 10:25 0 07/01/06 A318#3
2630 NTE MRS 11:00 12:20 0 07/01/06 A318#3
2629 MRS NTE 12:55 14:20 0 07/01/06 A318#3
3117 ORY BOD 07:15 08:20 0 07/01/06 A319#14
3144 BOD ORY 09:10 10:20 0 07/01/06 A319#14
2869 ORY MRS 12:10 13:25 0 07/01/06 A319#14
2878 MRS ORY 14:55 16:05 0 07/01/06 A319#14
3135 ORY BOD 17:10 18:15 0 07/01/06 A319#14
4168 SXB ORY 08:10 09:10 0 07/01/06 A320#13
4167 ORY SXB 10:40 11:40 0 07/01/06 A320#13
4174 SXB ORY 13:35 14:35 0 07/01/06 A320#13
4389 ORY PGF 15:35 17:00 0 07/01/06 A320#13
4390 PGF ORY 17:50 19:15 0 07/01/06 A320#13
4169 ORY SXB 20:00 21:00 0 07/01/06 A320#13
4400 FSC ORY 08:13 09:58 0 07/01/06 CRJ100#2
4393 ORY FSC 10:29 12:14 0 07/01/06 CRJ100#2
4623 ORY SXB 06:35 07:35 0 07/01/06 A320#5
4626 SXB CDG 09:35 10:45 0 07/01/06 A320#5
4625 CDG SXB 11:40 12:50 0 07/01/06 A320#5
4634 SXB CDG 14:10 15:20 0 07/01/06 A320#5
4629 CDG SXB 16:30 17:40 0 07/01/06 A320#5
4630 SXB CDG 18:25 19:35 0 07/01/06 A320#5
4647 CDG TLS 20:30 21:55 0 07/01/06 A320#5
4224 BES ORY 05:35 06:50 0 07/01/06 A320#1
4225 ORY BES 08:53 10:03 0 07/01/06 A320#1
4228 BES ORY 10:49 12:04 0 07/01/06 A320#1
4239 ORY BES 14:40 15:50 0 07/01/06 A320#1
4238 BES ORY 16:35 17:50 0 07/01/06 A320#1
4237 ORY BES 20:20 21:30 0 07/01/06 A320#1
2673 SXB LGW 05:55 07:20 0 07/01/06 BAE300#3
2674 LGW SXB 07:55 09:25 0 07/01/06 BAE300#3
4624 SXB CDG 10:30 11:40 0 07/01/06 BAE300#3
4627 CDG SXB 13:10 14:20 0 07/01/06 BAE300#3
4628 SXB CDG 15:15 16:25 0 07/01/06 BAE300#3
4631 CDG SXB 17:45 18:50 0 07/01/06 BAE300#3
4643 CDG TLS 06:15 07:40 0 07/01/06 A319#4
2972 TLS ORY 09:10 10:30 0 07/01/06 A319#4
4431 ORY AJA 11:40 13:20 0 07/01/06 A319#4
4432 AJA ORY 14:35 16:15 0 07/01/06 A319#4
4437 ORY AJA 17:00 18:40 0 07/01/06 A319#4
4434 AJA ORY 19:30 21:10 0 07/01/06 A319#4
4385 ORY PGF 07:25 08:45 0 07/01/06 A319#7
4386 PGF ORY 09:35 11:00 0 07/01/06 A319#7
4387 ORY PGF 12:00 13:20 0 07/01/06 A319#7
4388 PGF ORY 14:05 15:30 0 07/01/06 A319#7
4459 ORY BIA 17:10 18:45 0 07/01/06 A319#7
4454 BIA ORY 19:35 21:10 0 07/01/06 A319#7
4375 ORY TLN 06:59 08:24 0 07/01/06 A319#5
4376 TLN ORY 08:59 10:29 0 07/01/06 A319#5
3111 ORY NCE 11:35 12:55 0 07/01/06 A319#5
3112 NCE ORY 13:35 15:00 0 07/01/06 A319#5
4365 ORY TLN 15:35 16:55 0 07/01/06 A319#5
4368 TLN ORY 17:35 19:00 0 07/01/06 A319#5
2610 RNS NCE 07:00 08:35 0 07/01/06 BAE200#2
2661 NCE BES 10:40 12:35 0 07/01/06 BAE200#2
2662 BES NCE 13:09 14:59 0 07/01/06 BAE200#2
4406 MPL ORY 08:05 09:25 0 07/01/06 A321#5
4409 ORY MPL 10:15 11:30 0 07/01/06 A321#5
4410 MPL ORY 12:20 13:40 0 07/01/06 A321#5
4413 ORY MPL 14:25 15:40 0 07/01/06 A321#5
4414 MPL ORY 16:25 17:45 0 07/01/06 A321#5
