aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
F100#4,0.011012554168701172,2,224,[],0,[120 120]
F100#3,0.12200808525085449,3,2688,[],0,[60 60 60]
F100#2,0.014003276824951172,2,210,[],0,[60 60]
ERJ135#1,0.002000093460083008,1,15,[],0,[60]
CRJ100#2,0.001001119613647461,1,13,[],0,[60]
BAE300#1,0.001998424530029297,1,12,[],0,[60]
BAE200#2,0.0010006427764892578,1,13,[],0,[120]
A320#8,0.08900880813598633,3,2145,[],0,[60 60 60]
A320#5,0.03900337219238281,3,880,[],0,[60 60 60]
A320#17,0.0940086841583252,3,2145,[],0,[60 60 60]
A320#15,0.1610100269317627,3,2240,[],0,[60 60  0]
A320#1,0.05300498008728027,3,1248,[],0,[60 60  0]
A318#1,0.006998777389526367,2,105,[],0,[60  0]
A318#5,1.1550872325897217,4,19305,[],0,[60 60 60 60]
A319#1,1.2271182537078857,4,19712,[],0,[120 120 120  60]
A319#8,0.8225746154785156,4,13860,[],0,[ 60  60 120 120]
A320#7,1.108614206314087,4,19305,[],0,[60 60 60 60]
A321#3,0.8100521564483643,4,16380,[],0,[ 60 120  60  60]
CRJ100#1,0.9420678615570068,4,11088,[],0,[60  0  0  0]
A320#10,1.0060746669769287,4,23100,[],0,[60 60 60 60]
A320#9,1.6291224956512451,4,22464,[],0,[60 60 60 60]
A318#4,6.185499429702759,5,215040,[],0,[60 60 60 60 60]
A320#4,9.089746952056885,5,221760,[],0,[60 60 60 60 60]
