aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
A321#107,0.001995086669921875,2,6,[],0,[240   0]
A320#205,0.5971653461456299,6,4200,[],0,[660   0   0   0   0   0]
A320#151,0.2070169448852539,5,3528,[],0,[540 120   0   0   0]
A319#42,2.918760299682617,7,8640,[],0,[180  -1  -1   0   0   0   0]
A319#248,0.5390462875366211,6,7560,[],0,[600  60  60   0   0   0]
A319#246,0.20605802536010742,5,1080,[],0,[180 180 120 240  -1]
A319#203,0.31102442741394043,6,5670,[],0,[ 60 120   0   0   0   0]
A319#101,0.0009961128234863281,1,1,[],0,[-1]
A318#34,1.719130516052246,8,6480,[],0,[300  -1  -1   0   0   0   0   0]
A318#247,0.09900665283203125,5,1890,[],0,[60  0  0  0  0]
A320#112,3.734360456466675,7,11520,[],0,[-1 -1  0  0  0  0  0]
A320#204,1.0220770835876465,8,6720,[],0,[-1 -1  0  0  0  0  0  0]
A320#223,1.248093843460083,7,15552,[],0,[120 600 180   0   0   0   0]
A320#48,1.8941407203674316,7,8640,[],0,[660  -1  -1   0   0   0   0]
A320#56,0.5970444679260254,11,6912,[],0,[-1 -1  0  0 -1 -1  0  0  0  0  0]
A320#91,1.4156203269958496,7,4536,[],0,[420  -1  -1 780 300 360 180]
A320#98,0.11900901794433594,9,504,[],0,[ -1  -1  -1  -1 660 120   0   0   0]
A321#131,0.42203521728515625,8,1848,[],0,[ -1  -1  -1 600 300 300 300   0]
A319#249,1.8681683540344238,10,10240,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#250,0.7470567226409912,9,18144,[],0,[ -1  -1   0   0 720  60   0   0   0]
A320#50,1.320101261138916,11,13824,[],0,[ -1  -1   0 840  -1  -1   0   0   0   0   0]
A320#54,0.9630918502807617,10,10800,[],0,[-1 -1 -1  0  0  0  0  0  0  0]
A320#55,1.1490871906280518,10,5760,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#7,1.3346140384674072,12,6048,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0]
A318#35,0.6150484085083008,12,6912,[],0,[-1 -1 -1  0  0  0  0  0  0  0  0  0]
A319#126,2.879784107208252,11,7680,[],0,[-1 -1 -1 -1 -1 -1  0 -1 -1  0  0]
A319#127,3.047743797302246,9,13440,[],0,[-1 -1 -1 -1 -1 -1 -1 -1 -1]
A319#190,5.496412992477417,10,20160,[],0,[ -1  -1  -1  -1 660 120 180 180 120  -1]
A319#211,2.3707170486450195,9,23040,[],0,[ -1 240 720 720 180 480 480  60  -1]
A319#39,2.1943016052246094,12,9216,[],0,[-1 -1 -1 -1 -1 -1 60 60 -1 -1  0  0]
A319#4,1.3136138916015625,12,3600,[],0,[ -1  -1  -1  -1  -1  -1  60  60   0 180  -1  -1]
A319#41,0.632047176361084,11,2592,[],0,[ -1  -1  -1  -1  -1 780 780   0   0   0   0]
A319#5,7.131053686141968,12,27216,[],0,[ -1  -1  -1  -1  -1 840 840  -1  -1   0   0   0]
A319#95,2.271174192428589,10,38880,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A320#102,0.8800666332244873,9,9216,[],0,[-1 -1 -1  0  0  0  0  0  0]
A320#105,1.2191534042358398,10,25200,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A320#138,2.548764228820801,12,20736,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#139,1.264094591140747,11,5760,[],0,[ -1  -1  -1  -1  -1 600 120  -1  -1   0   0]
A320#161,3.8118739128112793,12,8640,[],0,[120  -1  -1  -1  -1  -1  -1  -1  -1   0   0   0]
A320#168,1.0301167964935303,10,17280,[],0,[-1 -1 -1 -1  0  0  0  0  0  0]
A320#46,2.8172309398651123,11,35280,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#47,0.06900453567504883,11,648,[],0,[ -1  -1  -1  -1 840 300  -1  -1   0   0   0]
A320#49,1.4931402206420898,12,10080,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0 60]
A320#51,4.5979084968566895,10,18000,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#53,0.6610507965087891,12,2304,[],0,[-1 -1 -1 -1 -1 -1  0  0 -1 -1  0  0]
A320#57,4.447336673736572,11,10800,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0]
A320#60,0.459057092666626,11,2304,[],0,[-1 -1 -1 -1  0  0  0  0  0  0  0]
A320#8,0.43703365325927734,10,864,[],0,[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
A321#236,4.900398254394531,10,34848,[],0,[ -1  -1  -1  -1  -1 600 180 120 240 120]
A321#26,4.225375652313232,11,20160,[],0,[ -1  -1  -1  -1  -1 600 120   0 120 120  -1]
A321#63,0.6370491981506348,11,2268,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0 -1]
A321#80,7.669635057449341,11,14112,[],0,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0]
A318#32,0.9150700569152832,9,3564,[],0,[ -1 180  -1  -1   0   0   0   0  -1]
A319#100,1.0970838069915771,12,2688,[],0,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 60]
A319#37,1.4161391258239746,11,8640,[],0,[ -1  -1  -1 180 720 720 240 240  -1  -1   0]
A319#38,1.0800831317901611,13,2560,[],0,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0  0]
A319#44,1.1241610050201416,10,1920,[],0,[ -1   0   0 600  -1  -1  -1  -1   0   0]
A319#45,0.7366516590118408,12,972,[],0,[ -1  -1  -1  -1  -1 660 180 180 240 240  -1  -1]
A319#99,0.6685590744018555,12,2304,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0 -1]
A320#12,4.095385551452637,12,28800,[],0,[ -1  -1  -1  -1   0 600 180 180 300  -1  -1   0]
A320#21,13.08485221862793,10,40320,[],0,[ -1  -1  -1  -1 600 180 180 180 300  -1]
A319#40,15.842533588409424,13,43200,[],0,[ -1  -1  -1  -1 780 780 360 360  -1  -1  60 180  -1]
A320#1,2.6808106899261475,10,64800,[],0,[ -1  -1  -1 660 180 180   0   0   0   0]
A318#17,47.546406507492065,14,233280,[],0,[ -1  -1  -1 300 840  -1  -1  -1  -1   0   0   0   0   0]
A321#197,112.35400819778442,12,345600,[],0,[360  -1  -1  -1  -1   0   0   0   0   0   0   0]
A318#23,35.3649628162384,12,259200,[],0,[ -1 240 240  -1  -1 120   0   0   0   0   0   0]
A319#11,20.156481742858887,12,82944,[],0,[ -1  -1  -1 420 720  -1  -1   0   0   0   0   0]
A319#149,63.00846076011658,14,184320,[],0,[ -1  -1  -1  -1  -1 180 660  -1  -1   0   0 120 180  -1]
A319#231,1.4721131324768066,12,9600,[],0,[ -1  -1  -1  -1 780 780 180 240 360 120  -1  -1]
A319#233,66.83470153808594,12,345600,[],0,[ -1  -1  -1 720 720 540 540   0   0  -1  -1   0]
A320#128,12.478193283081055,14,114048,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0  0]
A320#152,20.556947231292725,12,172800,[],0,[ -1  -1  -1  -1  -1 180   0   0   0   0   0   0]
A320#191,22.29500675201416,13,81648,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0 -1 -1  0]
A320#193,25.291303157806396,14,158760,[],0,[ -1  -1  -1  -1 300 780 840 300 300 420 360  -1  -1  -1]
A320#194,2.4051804542541504,13,11520,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0 -1 -1  0]
A321#198,28.501328706741333,14,138240,[],0,[240  -1  -1  -1  -1  -1  -1   0   0   0   0   0   0  -1]
A318#24,36.273760080337524,13,207360,[],0,[-1 -1 -1 -1 -1 -1 -1  0 60  0  0  0  0]
A319#187,14.988421440124512,15,53760,[],0,[ -1  -1  -1  -1  -1  -1  -1  60 660 660   0  60  -1  -1  -1]
A319#188,54.65409970283508,15,291600,[],0,[ -1  -1  -1  -1  -1  -1 660 120  -1  -1   0   0   0   0   0]
A319#234,0.8350939750671387,12,12960,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0 60 -1]
A320#141,12.90579342842102,16,73728,[],0,[ -1  -1  -1  -1  -1  -1  -1  -1 240  -1  -1   0   0   0   0   0]
A320#192,0.16701507568359375,14,2880,[],0,[ -1  -1  -1  -1  -1  -1 660 240  -1  -1   0   0   0   0]
A320#196,0.8291161060333252,13,8640,[],0,[ -1  -1  -1  -1  -1  -1  -1   0   0   0   0 120  -1]
A318#183,9.387886762619019,15,72576,[],0,[ -1  -1  -1  -1  -1 840 600  -1  -1  -1   0   0   0   0   0]
A319#145,9.359994649887085,14,75600,[],0,[ -1  -1  -1  -1  -1  -1  -1 300   0  -1   0   0   0   0]
A319#166,0.4160311222076416,13,3000,[],0,[ -1  -1  -1  -1  -1  -1  -1   0   0   0 180  -1  -1]
