aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
F100#1,0.19301438331604004,3,3808,[],0,[60 60 60]
ERJ145#5,0.24501848220825195,3,3808,[],0,[120 120 120]
ERJ145#2,0.009999513626098633,2,96,[],0,[60 60]
ERJ135#1,0.015001535415649414,2,255,[],0,[60 60]
CRJ100#3,0.18302011489868164,3,2464,[],0,[60 60 60]
BAE300#1,0.0030057430267333984,1,11,[],0,[60]
BAE200#3,0.03600358963012695,3,320,[],0,[60 60  0]
BAE200#2,0.01000213623046875,2,208,[],0,[60 60]
A320#15,0.07490873336791992,3,2100,[],0,[60 60  0]
A319#9,0.05100536346435547,3,1638,[],0,[60  0  0]
A319#7,0.39102745056152344,5,8800,[],0,[0 0 0 0 0]
A319#6,0.5190403461456299,4,9438,[],0,[120 120 120  60]
A319#4,0.24901604652404785,4,4620,[],0,[120 120 120 120]
A319#14,0.059999942779541016,3,1950,[],0,[60 60 60]
A319#12,0.08200573921203613,3,2184,[],0,[120   0   0]
A318#6,0.3005385398864746,4,8250,[],0,[60  0  0  0]
A318#1,0.08400678634643555,3,1440,[],0,[120 120   0]
A319#17,0.6850512027740479,4,17160,[],0,[120  60  60  60]
A319#18,0.6495711803436279,4,16800,[],0,[60 60  0  0]
A319#5,0.7570574283599854,4,14400,[],0,[120 120 120 120]
A321#1,1.0300843715667725,5,16016,[],0,[  0 120 120 120 120]
A321#4,0.920067310333252,4,16016,[],0,[120 180 120 120]
CRJ100#1,0.7211763858795166,5,14400,[],0,[ 0 60  0  0  0]
ERJ145#1,0.004996299743652344,2,80,[],0,[120 120]
ERJ145#3,0.4600350856781006,4,16731,[],0,[ 60 120  60  60]
A319#11,2.4301838874816895,5,22022,[],0,[  0 540 600   0   0]
A320#17,3.6052887439727783,5,25200,[],0,[  0 180 180 180 180]
A320#19,1.0091137886047363,4,18900,[],0,[ 60  60 120 120]
A320#20,1.3271279335021973,4,17424,[],0,[60  0  0  0]
A320#22,0.9010727405548096,4,15795,[],0,[ 60 180 120 120]
A321#3,0.7890582084655762,4,11583,[],0,[120 120 180 180]
BAE300#3,0.8160641193389893,4,22308,[],0,[120  60  60  60]
F100#5,0.11000847816467285,4,1560,[],0,[0 0 0 0]
A319#7,0.6170454025268555,5,8000,[],0,[ 0 60 60  0  0]
A320#14,6.176518678665161,5,39600,[],0,[ 60 120 120 120  -1]
A320#15,2.326204299926758,4,31500,[],0,[120 120 120   0]
BAE300#1,0.004002571105957031,2,108,[],0,[180 180]
A320#1,1.3401012420654297,4,18720,[],0,[120   0   0   0]
A318#5,5.428972482681274,5,101376,[],0,[240 300 300 360 360]
A320#11,6.97860312461853,5,133848,[],0,[240 300 240 240 240]
A320#5,10.715856313705444,5,138240,[],0,[540 540   0   0 300]
A319#3,3.6854195594787598,6,138240,[],0,[ 0 60 60 60 60 60]
A319#8,7.981631278991699,5,129024,[],0,[120 120 120 120 120]
A320#12,2.9612233638763428,5,142296,[],0,[120 120 120 120 180]
A320#7,9.137883424758911,6,135520,[],0,[  0 240 240 240 300 360]
A321#5,9.387352705001831,5,117612,[],0,[300 300 300 300 300]
A319#11,2.522210121154785,5,15972,[],0,[  0 540 600   0   0]
A320#10,6.0764806270599365,5,113256,[],0,[ 60 120 120 180 300]
A320#3,1.1201097965240479,4,19305,[],0,[ 60 120 120 120]
A320#4,8.821725130081177,6,178464,[],0,[ 0 60 60 60 60 60]
A321#3,6.188525199890137,5,136890,[],0,[180 240 240 180 180]
A318#6,4.807363033294678,5,78000,[],0,[180 180 180 180 180]
A321#2,7.8302905559539795,5,137280,[],0,[120 120 120 240 240]
A318#4,26.18456768989563,6,415800,[],0,[120 180 240 240 360 360]
A319#2,114.90645432472229,6,1898208,[],0,[180 180 180 180 180 180]
A320#6,199.3394055366516,6,2822400,[],0,[180 180 180 180 180 180]
