aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
CRJ700#67,0.47603869438171387,5,7488,[],0,[60  0  0  0  0]
CRJ100#214,0.001004934310913086,2,1,[],0,[-1 -1]
A340#16,0.017000198364257812,4,108,[],0,[900 900 540  -1]
A330#15,0.0,1,1,[],0,[-1]
A320#105,2.362198829650879,6,6720,[],0,[180 660 120   0   0   0]
A319#5,0.08000826835632324,5,1764,[],0,[60 60  0  0  0]
A319#101,1.2160923480987549,6,2520,[],0,[-1 -1 -1 -1 -1 -1]
A318#34,0.17801308631896973,6,384,[],0,[120 780  -1  -1   0   0]
A318#247,0.005997419357299805,3,54,[],0,[60  0  0]
A318#125,0.4890403747558594,6,1728,[],0,[-1 -1  0  0  0  0]
A318#33,8.000682353973389,7,12960,[],0,[  0 180  -1  -1   0   0   0]
A319#163,5.242396354675293,8,17280,[],0,[60 -1 -1  0  0  0  0  0]
A320#129,0.33702826499938965,7,2160,[],0,[120   0   0   0   0   0   0]
A320#153,2.5692238807678223,8,15552,[],0,[780  -1  -1   0   0   0   0   0]
A320#48,1.2330882549285889,8,5760,[],0,[840 840  -1  -1   0   0   0   0]
A320#50,0.022005081176757812,7,288,[],0,[-1 -1  0  0  0  0  0]
A320#53,0.11600899696350098,8,1440,[],0,[-1 -1  0  0  0  0  0  0]
A320#56,0.14201068878173828,8,432,[],0,[840  -1  -1   0   0   0   0   0]
A320#59,0.1830141544342041,7,768,[],0,[780  -1  -1   0   0   0   0]
A320#6,0.9670968055725098,7,3780,[],0,[840 360  -1  -1  -1  -1   0]
A321#106,1.3356122970581055,7,6480,[],0,[780  -1  -1  -1  -1   0   0]
CRJ100#225,0.7400553226470947,7,8448,[],0,[-1 -1  0  0  0  0  0]
ERJ135#159,0.3140244483947754,6,3600,[],0,[60  0  0  0  0  0]
ERJ135#18,1.3351025581359863,7,11520,[],0,[-1 -1  0  0  0  0  0]
ERJ135#93,2.303191900253296,7,7200,[],0,[780  -1  -1   0   0   0   0]
A319#126,1.6736345291137695,8,12960,[],0,[-1 -1  0  0  0  0  0 -1]
A319#127,0.5980453491210938,8,7560,[],0,[-1 -1  0  0  0  0  0  0]
A319#38,1.892164945602417,8,4860,[],0,[60 -1 -1  0  0  0  0  0]
A319#45,0.6755924224853516,7,1440,[],0,[-1 -1 -1 -1 -1 -1 -1]
A320#120,0.8770642280578613,8,2592,[],0,[900 900  -1  -1  -1  -1  -1  -1]
A320#138,0.7340528964996338,8,5184,[],0,[-1 -1  0 60  0  0  0  0]
A320#139,4.2748332023620605,8,25920,[],0,[-1 -1  0  0  0  0  0  0]
A320#168,3.588804244995117,6,23520,[],0,[120 600  60   0   0   0]
A321#197,2.5772247314453125,8,18000,[],0,[60 -1 -1  0  0  0  0  0]
CRJ100#226,4.3294596672058105,8,15360,[],0,[ -1  -1  -1 540 540  -1   0   0]
ERJ135#178,1.1230847835540771,8,7680,[],0,[-1 -1  0  0  0  0  0  0]
ERJ135#29,3.358771324157715,7,19008,[],0,[780 780 300 300  60   0   0]
F100#87,4.281326055526733,9,22400,[],0,[ 0 60 60  0  0  0  0  0  0]
A320#152,2.6472580432891846,7,35280,[],0,[120   0   0   0   0   0   0]
A320#49,9.654390096664429,8,64800,[],0,[-1 -1  0  0  0  0  0  0]
A321#114,11.941977262496948,8,77760,[],0,[ 60 600 120 180  -1  -1   0   0]
BAE300#117,19.03458523750305,10,96000,[],0,[60 -1 -1 -1 -1  0  0  0  0  0]
A318#17,18.652395963668823,9,124416,[],0,[-1 -1  0  0  0  0  0  0  0]
A320#235,26.222538948059082,8,211680,[],0,[-1 -1  0  0  0  0  0  0]
A321#147,29.828670263290405,8,145152,[],0,[-1 -1  0  0  0  0  0  0]
A320#128,57.70363402366638,9,259200,[],0,[-1 -1 60  0  0  0  0  0  0]
A319#149,16.01418423652649,9,127008,[],0,[-1 -1  0  0  0  0  0  0  0]
A321#200,111.02084755897522,9,225000,[],0,[780 780 300 360 360 360  -1  -1  -1]
A318#24,69.4499204158783,9,192000,[],0,[720 720 300  -1  -1   0   0   0   0]
A319#188,47.04687285423279,10,184320,[],0,[180 660 120  -1  -1   0   0   0   0   0]
A319#20,5.1224141120910645,10,10368,[],0,[ 60  -1  -1  -1  -1   0   0 120 120  -1]
A320#141,16.78241801261902,10,69120,[],0,[720  -1  -1   0   0   0   0   0   0   0]
A318#183,10.862018346786499,9,84480,[],0,[-1 -1  0  0  0  0  0  0  0]
A320#222,88.54262590408325,11,345600,[],0,[  0 780 780 780  -1  -1   0   0   0   0   0]
A319#187,70.37119221687317,10,240000,[],0,[780  -1  -1  -1  -1   0   0   0  60  -1]
