aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
CRJ700#67,0.42702770233154297,5,7488,[],0,[60  0  0  0  0]
CRJ100#214,0.001993894577026367,2,1,[],0,[-1 -1]
B737800#162,0.001003265380859375,4,1,[],0,[-1 -1 -1 -1]
A340#16,0.026001930236816406,4,108,[],0,[900 900 540  -1]
A330#15,0.0010013580322265625,1,1,[],0,[-1]
A320#105,1.3841068744659424,6,6720,[],0,[180 660 120   0   0   0]
A319#5,0.12300801277160645,5,1764,[],0,[60 60  0  0  0]
A319#101,1.1450870037078857,6,2520,[],0,[-1 -1 -1 -1 -1 -1]
A318#34,0.15801501274108887,6,384,[],0,[120 780  -1  -1   0   0]
A318#247,0.006997108459472656,5,36,[],0,[60 60  0 -1 -1]
A318#202,0.0010013580322265625,2,1,[],0,[-1 -1]
A318#125,0.4460334777832031,6,1728,[],0,[-1 -1  0  0  0  0]
A318#33,7.612628221511841,7,12960,[],0,[  0 180  -1  -1   0   0   0]
A319#163,7.726582050323486,8,17280,[],0,[60 -1 -1  0  0  0  0  0]
A320#120,4.729387044906616,8,15360,[],0,[900 900 600  -1  -1  -1  -1   0]
A320#129,0.27101850509643555,7,1800,[],0,[120   0   0   0   0   0   0]
A320#48,1.6901562213897705,8,5760,[],0,[840 840  -1  -1   0   0   0   0]
A320#50,0.049004316329956055,7,144,[],0,[-1 -1  0  0  0 -1 -1]
A320#53,0.11600995063781738,8,1440,[],0,[-1 -1  0  0  0  0  0  0]
A320#56,0.6690504550933838,8,2160,[],0,[840  -1  -1   0   0   0   0   0]
A320#59,0.427548885345459,7,1728,[],0,[780  -1  -1   0   0   0   0]
A320#6,1.0950829982757568,7,4320,[],0,[780 360  -1  -1  -1  -1   0]
A321#106,1.388108253479004,7,6480,[],0,[780  -1  -1  -1  -1   0   0]
CRJ100#225,0.9480743408203125,7,8448,[],0,[-1 -1  0  0  0  0  0]
ERJ135#159,0.341031551361084,6,3000,[],0,[60  0  0  0  0  0]
ERJ135#18,1.6731257438659668,7,14400,[],0,[-1 -1  0  0  0  0  0]
ERJ135#29,4.956908702850342,7,14256,[],0,[780 780 300 300  60   0   0]
ERJ135#93,1.2816386222839355,7,5760,[],0,[780  -1  -1   0   0   0   0]
A319#126,2.445695638656616,8,15552,[],0,[-1 -1  0  0  0  0  0 -1]
A319#127,1.0540807247161865,8,7560,[],0,[-1 -1  0  0  0  0  0  0]
A319#38,1.139084815979004,8,4860,[],0,[60 -1 -1  0  0  0  0  0]
A319#45,0.8060588836669922,7,2400,[],0,[600  -1  -1   0   0   0   0]
A320#138,0.9960746765136719,8,6912,[],0,[-1 -1  0  0  0  0  0  0]
A320#153,3.6553051471710205,8,17280,[],0,[840  -1  -1   0   0   0   0   0]
A320#168,1.5162198543548584,6,21952,[],0,[120 600  60   0   0   0]
A321#197,6.709047317504883,8,27000,[],0,[60 -1 -1  0  0  0  0  0]
A321#198,0.8000595569610596,9,3024,[],0,[-1 -1  0  0  0 -1 -1 -1 -1]
CRJ100#226,3.1552388668060303,8,15360,[],0,[ -1  -1  -1 540 540  -1   0   0]
ERJ135#178,0.47803688049316406,8,6912,[],0,[-1 -1  0  0  0  0  0  0]
F100#87,4.215914726257324,9,40320,[],0,[ 0 60 60  0  0  0  0  0  0]
A320#152,4.933443784713745,7,58800,[],0,[120   0   0   0   0   0   0]
A320#49,7.011609077453613,8,58320,[],0,[-1 -1  0  0  0  0  0  0]
A320#139,6.5545430183410645,8,50400,[],0,[ 60  60 600 120 180 180 120  -1]
BAE300#117,15.3752760887146,10,76800,[],0,[60 -1 -1 -1 -1  0  0  0  0  0]
A318#17,13.79184889793396,9,124416,[],0,[-1 -1  0  0  0  0  0  0  0]
A321#114,30.265503644943237,8,120960,[],0,[ 60 600 120 180  -1  -1   0   0]
A320#235,37.734318256378174,8,181440,[],0,[-1 -1  0  0  0  0  0  0]
A321#147,48.31853914260864,8,145152,[],0,[-1 -1  0  0  0  0  0  0]
A321#200,109.76089000701904,9,226800,[],0,[780 780 300 300 300  -1  -1  60  -1]
A319#149,42.534509897232056,9,163296,[],0,[120 660 780 360 720  -1  60  60  -1]
A319#187,93.31356596946716,10,216000,[],0,[780  -1  -1  -1  -1   0   0   0   0  -1]
A319#20,65.14960789680481,10,181440,[],0,[ 60  -1  -1   0   0 660  -1 120 120  -1]
A320#128,5.974045038223267,9,43200,[],0,[-1 -1 60  0  0  0  0  0 -1]
A318#183,24.353837490081787,9,197120,[],0,[-1 -1  0  0  0  0  0  0  0]
A318#24,43.58492469787598,9,230400,[],0,[660  -1  -1   0   0   0   0   0   0]
A319#188,17.863489866256714,10,153600,[],0,[180  -1  -1   0   0   0   0   0   0   0]
A320#141,74.66596341133118,10,276480,[],0,[780  -1  -1  -1  -1   0   0   0   0   0]
A320#222,139.01962447166443,11,564480,[],0,[  0 780  -1  -1  -1  -1   0   0   0   0   0]
