aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
ERJ135#2,0.006998300552368164,2,36,[],0,[60 60]
A321#2,0.008998632431030273,2,120,[],0,[60 60]
A321#1,0.16200971603393555,3,1144,[],0,[120 120 120]
A320#8,0.003002643585205078,1,11,[],0,[60]
A320#7,0.008996725082397461,2,90,[],0,[60 60]
A320#5,0.05900740623474121,3,880,[],0,[60 60 60]
A320#4,0.01800060272216797,2,88,[],0,[60 60]
A320#3,0.0019903182983398438,1,9,[],0,[60]
A320#2,0.0010023117065429688,1,7,[],0,[60]
A319#8,0.008007526397705078,2,99,[],0,[60 60]
A319#5,0.003001689910888672,1,8,[],0,[120]
A319#4,0.012001752853393555,2,42,[],0,[60 60]
A319#10,0.004004716873168945,1,7,[],0,[60]
A318#8,0.0029976367950439453,1,12,[],0,[60]
A318#4,0.08900618553161621,3,960,[],0,[120 120 120]
A318#2,0.001997709274291992,1,4,[],0,[60]
