aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
F100#2,0.005002737045288086,1,14,[],0,[60]
CRJ100#4,0.07500839233398438,3,576,[],0,[ 60 120 120]
CRJ100#3,0.015005350112915039,2,154,[],0,[60 60]
BAE300#3,0.018006324768066406,2,143,[],0,[60 60]
BAE200#2,0.006993532180786133,1,13,[],0,[180]
A320#9,0.12500739097595215,3,1680,[],0,[60 60 60]
A320#8,0.013004541397094727,2,143,[],0,[60 60]
A320#6,0.07200407981872559,3,960,[],0,[60 60 60]
A320#5,0.058003902435302734,3,880,[],0,[60 60 60]
A320#22,0.01500248908996582,2,108,[],0,[60 60]
A320#10,0.08700847625732422,3,1680,[],0,[60 60 60]
A319#8,0.08900618553161621,3,1287,[],0,[60 60 60]
A319#6,0.01000213623046875,2,66,[],0,[60  0]
A319#5,0.006003379821777344,2,64,[],0,[120 120]
A319#13,0.007001161575317383,2,91,[],0,[60 60]
A318#8,0.004999399185180664,2,156,[],0,[60 60]
A318#2,0.0019991397857666016,1,4,[],0,[60]
A319#2,0.8555858135223389,4,13440,[],0,[60 60 60 60]
A318#4,17.96359896659851,6,187200,[],0,[  0 240 240 240 240 180]
A320#7,12.977058172225952,6,289575,[],0,[  0 240 240 240 180 240]
