aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
A321#107,0.0020008087158203125,2,6,[],0,[240   0]
A320#205,0.6495680809020996,6,4200,[],0,[660   0   0   0   0   0]
A320#151,0.20301032066345215,5,3528,[],0,[540 120   0   0   0]
A319#42,2.9452438354492188,7,8640,[],0,[180  -1  -1   0   0   0   0]
A319#40,0.9841156005859375,12,4320,[],0,[-1 -1 -1  0  0  0  0  0 -1 -1 -1 -1]
A319#248,0.6210696697235107,6,7560,[],0,[600  60  60   0   0   0]
A319#246,0.25802159309387207,5,1080,[],0,[180 180 120 240  -1]
A319#203,0.36502718925476074,6,5670,[],0,[ 60 120   0   0   0   0]
A319#101,0.0010004043579101562,1,1,[],0,[-1]
A318#34,0.9880757331848145,8,6480,[],0,[300  -1  -1   0   0   0   0   0]
A318#247,0.0650014877319336,5,1890,[],0,[60  0  0  0  0]
A318#32,3.101235866546631,8,17640,[],0,[60 -1 -1  0  0  0  0  0]
A320#112,3.474261999130249,8,15360,[],0,[480  -1  -1 240 660 720 360 360]
A320#204,0.5380394458770752,8,6720,[],0,[-1 -1  0  0  0  0  0  0]
A320#223,0.7180566787719727,7,15552,[],0,[120 600 180   0   0   0   0]
A320#56,0.5370423793792725,11,6912,[],0,[-1 -1  0  0 -1 -1  0  0  0  0  0]
A320#91,0.9155831336975098,7,4536,[],0,[420  -1  -1 780 300 360 180]
A320#98,0.15801262855529785,9,504,[],0,[ -1  -1  -1  -1 660 120   0   0   0]
A321#131,0.3440260887145996,8,1848,[],0,[ -1  -1  -1 600 300 300 300   0]
A319#211,4.029867649078369,9,20160,[],0,[-1  0  0  0  0 -1 -1 -1  0]
A319#249,1.5051116943359375,10,10240,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#250,0.6670506000518799,9,18144,[],0,[ -1  -1   0   0 720  60   0   0   0]
A320#50,1.4316191673278809,11,13824,[],0,[ -1  -1   0 840  -1  -1   0   0   0   0   0]
A320#54,0.7020549774169922,10,10800,[],0,[-1 -1 -1  0  0  0  0  0  0  0]
A320#55,1.5011308193206787,10,5760,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#7,1.937690019607544,12,7056,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0]
A318#35,0.6630504131317139,12,6912,[],0,[-1 -1 -1  0  0  0  0  0  0  0  0  0]
A319#126,3.684279203414917,11,7680,[],0,[-1 -1 -1 -1 -1 -1  0 -1 -1  0  0]
A319#127,4.4728734493255615,9,15360,[],0,[-1 -1 -1 -1 -1 -1 -1 -1 -1]
A319#190,4.474497318267822,10,16128,[],0,[ -1  -1  -1  -1 660 120 180 180 120  -1]
A319#37,4.888890027999878,11,30000,[],0,[ -1  -1  -1 180 720 720 240 240  -1  -1   0]
A319#38,2.482182741165161,13,12288,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A319#39,2.0101537704467773,12,9216,[],0,[-1 -1 -1 -1 -1 -1 60 60 -1 -1  0  0]
A319#4,1.1480858325958252,12,5400,[],0,[-1 -1 -1 -1 -1 -1 60 60  0  0  0 -1]
A319#41,0.18301916122436523,11,648,[],0,[ -1  -1  -1  -1  -1 780 780   0   0   0   0]
A319#5,3.777920961380005,12,24192,[],0,[ -1  -1  -1  -1  -1 840 840  -1  -1   0   0   0]
A320#102,0.7280559539794922,9,9216,[],0,[-1 -1 -1  0  0  0  0  0  0]
A320#105,1.386103630065918,10,33600,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A320#139,2.289754867553711,11,5760,[],0,[ -1  -1  -1  -1  -1 600 120  -1  -1   0   0]
A320#161,2.5242233276367188,11,5400,[],0,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0]
A320#168,0.8650822639465332,10,11550,[],0,[-1 -1 -1 -1 60 60  0  0  0  0]
A320#46,2.2221932411193848,11,21504,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#47,0.09900617599487305,11,864,[],0,[ -1  -1  -1  -1 780 360  -1  -1   0   0   0]
A320#48,3.9073500633239746,12,23040,[],0,[ -1   0   0   0   0 660  -1  -1   0   0   0   0]
A320#51,6.782042503356934,10,21600,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#53,1.6281511783599854,12,4320,[],0,[-1 -1 -1 -1 -1 -1  0  0 -1 -1  0  0]
A320#57,4.580339193344116,11,15552,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0]
A320#60,0.4230315685272217,11,3072,[],0,[-1 -1 -1 -1 60  0  0  0  0  0  0]
A320#8,0.8630666732788086,10,1728,[],0,[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
A321#63,2.9612791538238525,11,15552,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0]
A321#80,10.81784963607788,11,38016,[],0,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0]
A319#100,3.031306266784668,12,11520,[],0,[ -1  -1  -1  -1  -1 660 300  -1  -1   0   0   0]
A319#44,2.3696963787078857,10,10368,[],0,[ -1   0   0 600  -1  -1   0   0   0   0]
A319#45,2.846776008605957,12,8640,[],0,[ -1  -1  -1  -1  -1 660  -1  -1   0   0   0   0]
A319#95,0.5980658531188965,10,5760,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A319#99,4.801908731460571,12,18432,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0  0]
A320#12,0.909203052520752,12,13500,[],0,[ -1  -1  -1  -1 120 600 180 180 300  -1  -1   0]
A320#138,0.4960644245147705,12,5184,[],0,[-1 -1 -1 -1 -1 -1  0 60  0  0  0  0]
A320#49,0.3050222396850586,12,2560,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A321#236,4.410435676574707,10,11520,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0]
A321#26,0.9490714073181152,11,2592,[],0,[ -1  -1  -1  -1 720 720 360 180 120  -1  -1]
A320#21,6.579638481140137,10,33600,[],0,[ -1  -1  -1 780 780  -1  -1   0   0   0]
A320#1,2.4783060550689697,10,81000,[],0,[ -1  -1  -1 660 180 180   0   0   0   0]
A321#197,19.178258657455444,12,73728,[],0,[360  -1  -1  -1  -1  -1  -1   0   0   0   0   0]
A319#149,49.712496757507324,14,110592,[],0,[420  -1  -1  -1  -1 900 900  -1  -1 240 240  -1  -1   0]
A320#152,46.71418285369873,12,155520,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A319#11,48.580097913742065,12,165888,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0  0]
A320#191,126.2919249534607,13,194400,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0 -1 -1  0]
A320#192,39.53588795661926,14,120960,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0 -1 -1  0  0]
A318#23,42.159419536590576,12,186624,[],0,[ -1  -1  -1  -1  -1 120   0   0   0   0   0   0]
A320#194,38.413702964782715,13,226800,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0  0]
A318#17,42.5301787853241,14,259200,[],0,[ -1  -1  -1 120 900  -1  -1  -1  -1  60   0   0   0   0]
A319#231,31.03916645050049,12,279936,[],0,[ -1  -1  -1  60 780 780 180 240 360 120 120  -1]
A319#233,45.6342294216156,12,198450,[],0,[-1 -1 -1 -1 -1  0  0  0  0 -1 -1  0]
A319#234,58.77052402496338,12,345600,[],0,[ -1  -1  -1 840 840  -1  -1   0   0   0   0   0]
A320#193,62.67176938056946,14,331776,[],0,[ -1  -1  -1  -1  60 840  -1  -1 120 180 120  60  -1  -1]
A321#198,84.51175498962402,14,331776,[],0,[240  -1  -1  -1  -1  -1  -1   0   0   0   0   0 240  -1]
A319#166,20.722045421600342,13,317520,[],0,[-1 -1 -1 -1 -1 60  0  0  0  0  0  0  0]
A319#187,101.36775660514832,15,345600,[],0,[ -1  -1  -1  -1  -1  -1   0   0 300 300  -1  -1   0   0   0]
A319#188,30.333528518676758,15,184320,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0 60 -1]
A320#128,2.7661521434783936,14,8640,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0  0 -1]
A320#141,1.1440739631652832,16,8640,[],0,[ -1  -1  -1  -1  -1  -1  -1  -1   0  60  60  60 300  -1  -1   0]
A320#196,2.2048182487487793,13,10752,[],0,[ -1  -1  -1  -1  -1 660 120 120 120 300  -1  -1   0]
A318#183,96.81191372871399,15,345600,[],0,[ -1  -1  -1  -1  -1  -1 660 300 300 300  -1  -1   0   0   0]
A318#24,2.135274887084961,13,10368,[],0,[ -1  -1  -1  -1  -1 540 180 180 180  -1  -1   0   0]
A319#145,5.826742887496948,14,21600,[],0,[ -1  -1  -1  -1  -1  -1  -1 120  -1  -1   0   0   0   0]
