aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
ERJ135#2,0.009000062942504883,2,36,[],0,[60 60]
A321#2,0.020002126693725586,2,120,[],0,[60 60]
A321#1,0.10700416564941406,3,1144,[],0,[120 120 120]
A320#8,0.0020046234130859375,1,11,[],0,[60]
A320#7,0.012003183364868164,2,90,[],0,[60 60]
A320#5,0.04800820350646973,3,880,[],0,[60 60 60]
A320#4,0.010995864868164062,2,88,[],0,[60 60]
A320#3,0.0029997825622558594,1,9,[],0,[60]
A320#2,0.001998424530029297,1,7,[],0,[60]
A319#8,0.013995885848999023,2,99,[],0,[60 60]
A319#5,0.00600433349609375,1,8,[],0,[120]
A319#4,0.006998300552368164,2,42,[],0,[60 60]
A319#10,0.00500178337097168,1,7,[],0,[60]
A318#8,0.0060002803802490234,1,12,[],0,[60]
A318#4,0.10500574111938477,3,960,[],0,[120 120 120]
A318#2,0.003001689910888672,1,4,[],0,[60]
