aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
F100#2,0.0010004043579101562,1,14,[],0,[60]
CRJ100#4,0.04900383949279785,3,576,[],0,[ 60 120 120]
CRJ100#3,0.011999368667602539,2,154,[],0,[60 60]
BAE300#3,0.013002634048461914,2,143,[],0,[60 60]
BAE200#2,0.007096529006958008,1,13,[],0,[180]
A320#9,0.09400773048400879,3,1680,[],0,[60 60 60]
A320#8,0.018003463745117188,2,143,[],0,[60 60]
A320#6,0.062003374099731445,3,960,[],0,[60 60 60]
A320#5,0.04700517654418945,3,880,[],0,[60 60 60]
A320#22,0.015002727508544922,2,108,[],0,[60 60]
A320#10,0.1120145320892334,3,1680,[],0,[60 60 60]
A319#8,0.09701013565063477,3,1287,[],0,[60 60 60]
A319#6,0.00699615478515625,2,66,[],0,[60  0]
A319#5,0.011002779006958008,2,64,[],0,[120 120]
A319#13,0.005997657775878906,2,91,[],0,[60 60]
A318#8,0.01200723648071289,2,156,[],0,[60 60]
A318#2,0.009999990463256836,1,4,[],0,[60]
A319#2,0.7875807285308838,4,13440,[],0,[60 60 60 60]
A318#4,17.422558307647705,6,187200,[],0,[  0 240 240 240 240 180]
A320#7,14.046141624450684,6,289575,[],0,[  0 240 240 240 180 240]
