2207 MAD ORY 06:50 08:50 0 01/03/08 B737300#140
2208 ORY MAD 09:50 11:45 0 01/03/08 B737300#140
981 MAD CDG 12:30 14:35 0 01/03/08 B737300#140
4606 CDG LCY 16:55 18:00 0 01/03/08 B737300#140
4607 LCY ORY 18:30 19:45 0 01/03/08 B737300#140
4598 ORY LCY 06:30 07:30 0 02/03/08 B737300#140
4599 LCY ORY 08:00 09:20 0 02/03/08 B737300#140
4602 ORY LCY 10:50 11:50 0 02/03/08 B737300#140
4603 LCY ORY 12:20 13:35 0 02/03/08 B737300#140
2204 ORY MAD 14:30 16:25 0 02/03/08 B737300#140
2201 MAD ORY 19:35 21:30 0 02/03/08 B737300#140
7121 MPL ORY 05:40 07:00 0 01/03/08 A321#147
6912 ORY MLH 07:50 08:50 0 01/03/08 A321#147
6917 MLH ORY 09:45 10:55 0 01/03/08 A321#147
7148 ORY AJA 11:40 13:20 0 01/03/08 A321#147
7149 AJA ORY 14:35 16:15 0 01/03/08 A321#147
5618 ORY MRS 17:05 18:20 0 01/03/08 A321#147
5633 MRS ORY 19:30 20:50 0 01/03/08 A321#147
6880 ORY SXB 05:50 06:50 0 02/03/08 A321#147
6901 SXB ORY 07:40 08:40 0 02/03/08 A321#147
5594 ORY MRS 09:35 10:50 0 02/03/08 A321#147
5613 MRS ORY 14:30 15:50 0 02/03/08 A321#147
5726 ORY TLS 16:35 17:45 0 02/03/08 A321#147
5725 TLS ORY 18:40 20:00 0 02/03/08 A321#147
5781 NCE ORY 06:05 07:30 0 01/03/08 A320#167
7012 ORY CFE 08:10 09:05 0 01/03/08 A320#167
7015 CFE ORY 09:50 10:45 0 01/03/08 A320#167
6914 ORY MLH 12:10 13:10 0 01/03/08 A320#167
6919 MLH ORY 13:55 15:05 0 01/03/08 A320#167
5802 ORY NCE 16:00 17:20 0 01/03/08 A320#167
5809 NCE ORY 18:05 19:30 0 01/03/08 A320#167
7138 ORY MPL 20:10 21:30 0 01/03/08 A320#167
7139 MPL ORY 06:15 07:40 0 02/03/08 A320#167
6986 ORY LYS 09:30 10:35 0 02/03/08 A320#167
6987 LYS ORY 11:20 12:25 0 02/03/08 A320#167
5606 ORY MRS 13:35 14:50 0 02/03/08 A320#167
5617 MRS ORY 15:30 16:50 0 02/03/08 A320#167
5720 ORY TLS 17:50 19:00 0 02/03/08 A320#167
5729 TLS ORY 19:40 21:00 0 02/03/08 A320#167
7261 MPL CDG 05:55 07:25 0 01/03/08 A320#146
2862 CDG MLH 08:05 09:15 0 01/03/08 A320#146
2863 MLH CDG 09:55 11:10 0 01/03/08 A320#146
7204 CDG BOD 12:25 13:45 0 01/03/08 A320#146
7209 BOD CDG 15:25 16:50 0 01/03/08 A320#146
7292 CDG NCE 18:30 20:05 0 01/03/08 A320#146
7293 NCE CDG 05:40 07:15 0 02/03/08 A320#146
7242 CDG MRS 09:25 10:50 0 02/03/08 A320#146
