aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
A318#33,6.883060455322266,7,30184,[],0,[180   0  -1  -1   0   0   0]
CRJ700#67,0.1850132942199707,5,7488,[],0,[0 0 0 0 0]
A340#73,0.003000020980834961,4,20,[],0,[-1 -1  0  0]
A340#16,0.01400136947631836,4,108,[],0,[  0 900 540  -1]
A330#15,0.0009968280792236328,2,2,[],0,[60 -1]
A320#129,1.2140836715698242,7,21000,[],0,[60  0  0  0  0  0  0]
A320#105,0.36306190490722656,6,4800,[],0,[0 0 0 0 0 0]
A319#38,1.5606298446655273,8,12960,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#163,2.5722453594207764,8,18000,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#101,0.24401521682739258,6,1944,[],0,[0 0 0 0 0 0]
A318#34,0.0890049934387207,6,480,[],0,[ 60 780  -1  -1   0   0]
A318#125,0.15300965309143066,6,1080,[],0,[-1 -1  0  0  0  0]
A320#120,3.380251407623291,8,14400,[],0,[  0 720 420  -1  -1 180 180  -1]
A320#138,1.1271135807037354,8,15552,[],0,[-1 -1  0  0  0  0  0  0]
A320#153,0.96407151222229,8,16200,[],0,[0 0 0 0 0 0 0 0]
A320#168,0.7450554370880127,6,24192,[],0,[  0 600  60   0   0   0]
A320#48,0.48003292083740234,8,1920,[],0,[-1 -1 -1 -1 -1 -1 -1 -1]
A320#49,3.3938193321228027,8,34020,[],0,[-1 -1  0  0  0  0  0  0]
A320#50,0.1590127944946289,8,1152,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#53,0.009001016616821289,8,64,[],0,[-1 -1 -1 -1  0  0 -1 -1]
A320#56,0.1850142478942871,8,864,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#59,0.037001848220825195,7,192,[],0,[0 0 0 0 0 0 0]
A320#6,0.3000185489654541,8,5400,[],0,[-1 -1  0  0  0  0  0  0]
A321#106,0.5575578212738037,7,1800,[],0,[120  -1  -1  -1  -1   0   0]
A321#197,3.480773687362671,8,24192,[],0,[  0  60 540 120 120   0   0   0]
CRJ100#225,0.5930454730987549,7,4320,[],0,[-1 -1  0  0  0  0  0]
CRJ100#226,3.2533440589904785,8,15120,[],0,[ -1  -1  -1 540 540  -1   0   0]
ERJ135#159,0.1660141944885254,6,1440,[],0,[  0 600 120 300   0   0]
ERJ135#178,1.3891379833221436,8,15360,[],0,[  0   0   0 180 420 300 300  -1]
ERJ135#18,0.47102928161621094,7,1920,[],0,[ 60 600 240 360  -1  -1  -1]
ERJ135#29,1.8967061042785645,7,7040,[],0,[720 840 360 360  -1  -1  -1]
ERJ135#93,1.3581039905548096,7,7200,[],0,[720  -1  -1   0   0   0   0]
F100#87,0.237013578414917,8,3600,[],0,[  0  60   0 660  -1   0   0  -1]
A319#126,1.584118127822876,8,16200,[],0,[-1 -1  0  0  0  0  0  0]
A319#127,1.107597827911377,9,9072,[],0,[180  -1  -1   0   0   0   0   0   0]
A320#139,0.48203587532043457,8,15552,[],0,[0 0 0 0 0 0 0 0]
A320#152,0.8080589771270752,7,29700,[],0,[60  0  0  0  0  0  0]
CRJ100#214,1.987142562866211,10,38400,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A321#114,4.787353515625,9,50400,[],0,[ 0 -1 -1  0  0  0  0  0  0]
A320#91,0.025000572204589844,5,72,[],0,[-1 -1 -1 -1 -1]
A318#17,7.551747560501099,9,108864,[],0,[-1 -1  0  0  0  0  0  0 60]
A321#147,15.395831108093262,8,144000,[],0,[-1 -1  0  0  0  0  0  0]
A320#235,5.2015111446380615,8,155520,[],0,[ 0 60  0  0  0  0  0  0]
A320#128,13.194644451141357,9,165888,[],0,[ 0 -1 -1  0  0  0  0  0  0]
A319#149,8.243159055709839,9,87480,[],0,[-1 -1  0  0  0  0  0  0  0]
A319#20,28.195383548736572,10,138240,[],0,[ 0 -1 -1 -1 -1  0  0  0  0  0]
A321#200,19.377150058746338,9,43200,[],0,[900  -1  -1  -1  -1   0   0   0   0]
A318#183,11.958491802215576,9,124416,[],0,[-1 -1  0  0  0  0  0  0  0]
A318#24,4.23283314704895,9,15120,[],0,[-1 -1 -1 -1 -1 -1 -1 -1 -1]
A319#188,8.3312509059906,10,27648,[],0,[720  -1  -1   0   0  -1  -1   0   0  -1]
A320#141,11.044886350631714,10,103680,[],0,[ 0 -1 -1  0  0  0  0  0  0  0]
A320#222,31.768077850341797,11,77760,[],0,[840   0  -1  -1  -1  -1   0   0   0   0   0]
A319#187,111.0749363899231,10,288000,[],0,[720  -1  -1  -1  -1   0   0   0   0   0]
A320#192,27.237037897109985,12,294912,[],0,[ 0 60  0  0 -1 -1  0  0  0  0  0  0]
