aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
A318#33,6.820506572723389,7,37632,[],0,[180   0  -1  -1   0   0   0]
CRJ700#67,0.2345290184020996,5,7488,[],0,[0 0 0 0 0]
A340#16,0.014000892639160156,4,108,[],0,[  0 900 540  -1]
A330#15,0.0,1,1,[],0,[-1]
A320#50,1.3931033611297607,7,13608,[],0,[-1 -1  0  0  0  0  0]
A320#129,1.1786136627197266,7,21000,[],0,[60  0  0  0  0  0  0]
A320#105,0.26401638984680176,6,3360,[],0,[0 0 0 0 0 0]
A319#38,2.398224115371704,8,20160,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#163,1.695124864578247,8,14400,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#127,0.5120375156402588,8,17280,[],0,[0 0 0 0 0 0 0 0]
A319#101,0.2310199737548828,6,1944,[],0,[0 0 0 0 0 0]
A318#34,0.040987253189086914,6,256,[],0,[ 60 780  -1  -1   0   0]
A318#125,0.16701221466064453,6,1080,[],0,[-1 -1  0  0  0  0]
A319#126,2.811241865158081,8,40320,[],0,[-1 -1  0  0  0  0  0  0]
A320#120,1.9181711673736572,8,6912,[],0,[  0 720  -1  -1  -1  -1  -1  -1]
A320#138,1.2410964965820312,8,15552,[],0,[-1 -1  0  0  0  0  0  0]
A320#139,1.8896455764770508,8,38880,[],0,[0 0 0 0 0 0 0 0]
A320#153,0.9770731925964355,8,12960,[],0,[0 0 0 0 0 0 0 0]
A320#168,1.2080903053283691,6,28224,[],0,[  0 600  60   0   0   0]
A320#48,0.8960690498352051,8,3072,[],0,[780 840  -1  -1   0   0   0   0]
A320#53,0.02100229263305664,8,192,[],0,[-1 -1 -1 -1  0  0  0  0]
A320#56,0.08200693130493164,8,576,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#59,0.036005258560180664,7,288,[],0,[780  -1  -1   0   0   0   0]
A320#6,0.17001605033874512,7,672,[],0,[900 360  -1  -1  -1  -1  -1]
A321#106,0.4450361728668213,7,2160,[],0,[120  -1  -1  -1  -1   0   0]
CRJ100#225,0.4550337791442871,7,5632,[],0,[-1 -1  0  0  0  0  0]
CRJ100#226,6.553082466125488,8,32256,[],0,[ -1  -1  -1 540 540  -1   0   0]
ERJ135#159,0.16200947761535645,6,2500,[],0,[0 0 0 0 0 0]
ERJ135#18,0.59456467628479,7,5400,[],0,[-1 -1  0  0  0  0  0]
ERJ135#29,2.6232433319091797,7,23760,[],0,[720 780 300 300  60   0   0]
ERJ135#93,1.1706020832061768,7,4800,[],0,[720  -1  -1   0   0   0   0]
F100#87,1.1620872020721436,8,20160,[],0,[ 0 60  0 60  0  0  0  0]
A320#152,1.5421171188354492,7,58800,[],0,[60  0  0  0  0  0  0]
A320#49,3.152827262878418,8,28800,[],0,[-1 -1  0  0  0  0  0  0]
A321#197,2.1151578426361084,8,18000,[],0,[ 0 -1 -1  0  0  0  0  0]
ERJ135#178,0.2180161476135254,8,5760,[],0,[0 0 0 0 0 0 0 0]
A318#17,6.232461929321289,9,93312,[],0,[-1 -1  0  0  0  0  0  0  0]
A321#114,17.057101488113403,8,120960,[],0,[  0 600 120 180  -1  -1   0   0]
CRJ100#214,7.3165647983551025,10,120960,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A321#147,11.84709095954895,8,120960,[],0,[-1 -1  0  0  0  0  0  0]
A320#235,4.429489612579346,8,151200,[],0,[ 0 60  0  0  0  0  0  0]
A320#128,15.937271356582642,9,207360,[],0,[ 0 -1 -1  0  0  0  0  0  0]
A319#149,14.084768295288086,9,108864,[],0,[-1 -1  0  0  0  0  0  0  0]
A321#200,52.9939866065979,9,150000,[],0,[720  -1  -1  -1  -1   0   0   0   0]
A318#183,26.671205759048462,9,207360,[],0,[-1 -1  0  0  0  0  0  0  0]
A318#24,25.99564552307129,9,100800,[],0,[840  -1  -1  -1  -1   0   0   0   0]
A319#188,43.64158225059509,10,165888,[],0,[720  -1  -1   0   0   0   0   0   0   0]
A319#20,6.996559143066406,10,61440,[],0,[ 0 -1 -1  0  0  0  0  0  0  0]
A320#141,36.566261768341064,10,155520,[],0,[ 0 -1 -1  0  0  0  0  0  0  0]
A319#187,78.74689197540283,10,207360,[],0,[720  -1  -1  -1  -1   0   0   0   0   0]
A320#222,117.40520668029785,11,145152,[],0,[-1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1]
