aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
ERJ135#93,0.0,2,1,[],0,[-1 -1]
BAE300#81,0.0,5,1,[],0,[-1 -1 -1 -1 -1]
A321#107,0.002000093460083008,2,6,[],0,[240   0]
A320#205,0.33902597427368164,6,4200,[],0,[660   0   0   0   0   0]
A320#151,0.10700774192810059,5,4032,[],0,[540 120   0   0   0]
A320#112,2.24621319770813,7,20160,[],0,[-1 -1  0  0  0  0  0]
A319#42,1.131119966506958,7,8640,[],0,[180  -1  -1   0   0   0   0]
A319#248,0.2520172595977783,6,7560,[],0,[600  60  60   0   0   0]
A319#246,0.13401079177856445,5,1080,[],0,[180 180 120 240  -1]
A319#203,0.18801569938659668,6,5670,[],0,[ 60 120   0   0   0   0]
A319#101,0.0020036697387695312,1,1,[],0,[-1]
A318#34,0.8430583477020264,8,6480,[],0,[300  -1  -1   0   0   0   0   0]
A318#32,1.8841831684112549,8,28224,[],0,[180  -1  -1   0   0   0   0   0]
A318#247,0.03900265693664551,5,1890,[],0,[60  0  0  0  0]
A319#249,5.467403888702393,9,30720,[],0,[-1 -1 -1 -1  0  0  0  0  0]
A320#102,3.6192994117736816,9,49920,[],0,[120  -1  -1   0   0   0   0   0   0]
A320#204,0.04900312423706055,8,672,[],0,[-1 -1  0  0  0  0  0  0]
A320#223,0.30602312088012695,7,7776,[],0,[780 600 180   0   0   0   0]
A320#250,0.688560962677002,9,11664,[],0,[ -1  -1   0   0 720  60   0   0   0]
A320#47,2.0131518840789795,10,26880,[],0,[-1 -1 -1 -1  0  0  0  0  0  0]
A320#50,1.2250914573669434,11,13824,[],0,[ -1  -1   0 840  -1  -1   0   0   0   0   0]
A320#53,4.127309322357178,12,48384,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#54,0.13901162147521973,10,4608,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A320#55,0.390017032623291,10,2880,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A320#56,0.0440061092376709,11,1152,[],0,[ -1  -1 180 780  -1  -1   0   0   0   0   0]
A320#60,2.1377267837524414,11,10240,[],0,[-1 -1 -1 60 60  0  0  0  0  0  0]
A320#7,1.344099760055542,12,21168,[],0,[-1 -1 -1 -1  0  0  0  0  0  0  0  0]
A320#91,0.057004451751708984,7,180,[],0,[-1 -1 -1 -1 -1 -1 -1]
A320#98,0.9590725898742676,9,135,[],0,[-1 -1 -1 -1 -1  0  0  0  0]
A321#131,1.6971263885498047,8,3960,[],0,[ -1  -1  -1 600 300 300 300   0]
A321#63,5.404039144515991,11,40500,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0]
A318#35,2.1891915798187256,12,5760,[],0,[-1 -1 -1  0  0  0  0  0  0  0  0  0]
A319#126,0.0850074291229248,11,384,[],0,[-1 -1 -1 -1 -1 -1  0 -1 -1  0  0]
A319#127,2.092154026031494,9,7680,[],0,[-1 -1 -1 -1 -1 -1 -1 -1 -1]
A319#190,1.627122402191162,10,5760,[],0,[ -1  -1  -1  -1 660 120 180 180 120  -1]
A319#211,1.5631155967712402,9,21600,[],0,[ -1  -1   0   0   0 120 480  60  -1]
A319#37,4.265356779098511,11,31104,[],0,[ -1  -1  -1 180 720 720 240 240  -1  -1   0]
A319#38,0.9950728416442871,13,10752,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A319#39,1.2900924682617188,12,6144,[],0,[-1 -1 -1 -1 -1 -1 60 60 -1 -1  0  0]
A319#4,0.9680731296539307,12,4320,[],0,[ -1  -1  -1  -1 840 900 420  -1  -1   0   0  -1]
A319#41,0.5810425281524658,11,864,[],0,[ -1  -1  -1  -1  -1 720 780   0   0   0   0]
A319#45,3.5482637882232666,12,17280,[],0,[ -1  -1  -1  -1 780 840 480 480 540  -1  -1  -1]
A319#5,4.570852041244507,12,18144,[],0,[ -1  -1  -1  -1  -1 840 840  -1  -1   0   0   0]
A319#95,0.468034029006958,10,3840,[],0,[-1 -1  0  0  0  0  0 -1 -1  0]
A320#105,0.26502037048339844,10,3780,[],0,[-1 -1  0  0  0  0  0  0  0 -1]
A320#138,2.901214599609375,12,25920,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#139,1.3011016845703125,11,4800,[],0,[ -1  -1  -1  -1  -1 600 120  -1  -1   0   0]
A320#161,0.780116081237793,11,2880,[],0,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0]
A320#168,0.6990494728088379,10,21560,[],0,[-1 -1 -1 -1  0  0  0  0  0  0]
A320#48,2.8018455505371094,12,5760,[],0,[ -1   0   0   0   0 660  -1  -1  -1  -1   0   0]
A320#49,1.9031469821929932,12,19200,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0 60]
A320#51,0.4945533275604248,10,2560,[],0,[ -1  -1  -1 780  -1  -1   0   0   0   0]
A320#57,2.6801974773406982,11,10368,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0]
A320#8,8.551662683486938,12,34560,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A321#26,4.435924291610718,11,24192,[],0,[ -1  -1  -1  -1 720 720 360  -1  -1   0   0]
A319#100,0.5930442810058594,12,5376,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0 60]
A319#44,1.5782229900360107,10,4320,[],0,[ -1   0   0 600  -1  -1   0   0   0   0]
A319#99,0.715050220489502,12,3456,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0 -1]
A321#80,15.5479097366333,11,55296,[],0,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0]
A321#236,16.947898864746094,10,82944,[],0,[ 0 -1 -1 -1 -1 -1  0  0  0  0]
A321#197,28.128961086273193,12,103680,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#12,13.784129858016968,12,95040,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#21,18.979673147201538,10,72000,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0]
A319#40,31.499849796295166,13,169344,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0  0]
A319#11,9.66310715675354,12,50688,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A319#187,10.201831102371216,15,43200,[],0,[ -1  -1  -1  -1  -1  -1  -1   0   0 180  -1  -1   0   0  -1]
A319#231,2.129676103591919,12,19440,[],0,[ -1  -1  -1  -1 840 840 240 240 360 120 120  -1]
A319#233,23.014890909194946,12,129600,[],0,[ -1  -1  -1 720 720 300 300 300 360  -1  -1  -1]
A319#234,4.358352184295654,12,60480,[],0,[-1 -1 -1 -1 -1  0  0  0  0  0  0  0]
A320#1,0.6080434322357178,10,17280,[],0,[ -1  -1  -1 600 120 120   0   0   0   0]
A320#128,4.199311017990112,14,41472,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0 -1]
A320#152,0.5790443420410156,12,10080,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0  0]
A320#191,0.21501612663269043,13,1728,[],0,[ -1  -1  -1  -1  -1  -1 660 120 120 120  -1  -1   0]
A320#192,0.9246087074279785,14,5184,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1  0  0]
A320#193,0.4340341091156006,14,4032,[],0,[-1 -1 -1 -1 -1 -1 -1  0  0  0  0 60 -1 -1]
A320#194,1.0800812244415283,13,6912,[],0,[ -1  -1  -1  -1  -1  -1   0   0  60  -1 240   0  -1]
A320#196,2.5277011394500732,13,8640,[],0,[ -1  -1  -1  -1 840 840  -1  -1  -1  -1   0  60  -1]
A320#46,14.345179319381714,11,61440,[],0,[ -1  -1 300  -1  -1  -1  -1   0   0   0   0]
A321#198,0.9416000843048096,14,4608,[],0,[ -1  -1  -1  -1 840 840  -1  -1  -1  -1   0   0   0  -1]
