aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
CRJ700#67,0.41468000411987305,5,12168,[],0,[0 0 0 0 0]
A340#16,0.03486275672912598,4,192,[],0,[  0 900 540  -1]
A330#15,0.0008120536804199219,1,1,[],0,[-1]
A320#50,4.315255165100098,7,27216,[],0,[-1 -1  0  0  0  0  0]
A320#129,2.0338077545166016,7,29400,[],0,[60  0  0  0  0  0  0]
A320#105,0.5562655925750732,6,6480,[],0,[0 0 0 0 0 0]
A319#163,4.361493349075317,8,30240,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#101,0.5153019428253174,6,6804,[],0,[0 0 0 0 0 0]
A318#34,0.09857869148254395,6,480,[],0,[ 60 780  -1  -1   0   0]
A318#125,0.2137906551361084,6,1440,[],0,[-1 -1  0  0  0  0]
A318#33,5.198134899139404,7,20736,[],0,[180   0  -1  -1   0   0   0]
A320#120,2.13950777053833,8,6912,[],0,[  0 720  -1  -1  -1  -1  -1  -1]
A320#153,2.2639834880828857,8,31104,[],0,[0 0 0 0 0 0 0 0]
A320#48,2.8339338302612305,8,17280,[],0,[780 840  -1  -1   0   0   0   0]
A320#53,0.3779120445251465,8,1920,[],0,[-1 -1 -1 -1  0  0  0  0]
A320#56,0.27181077003479004,8,2400,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#59,0.10338521003723145,7,1536,[],0,[0 0 0 0 0 0 0]
A320#6,0.7214956283569336,7,2520,[],0,[900 360  -1  -1  -1  -1   0]
A321#106,2.6908762454986572,7,11760,[],0,[120 720 240 240 180  -1  -1]
CRJ100#225,0.6504337787628174,7,5632,[],0,[-1 -1  0  0  0  0  0]
ERJ135#159,0.35796117782592773,6,5600,[],0,[0 0 0 0 0 0]
ERJ135#18,1.7814600467681885,7,14112,[],0,[-1 -1  0  0  0  0  0]
ERJ135#93,2.5740835666656494,7,14400,[],0,[720  -1  -1   0   0   0   0]
A319#126,1.8463633060455322,8,6750,[],0,[840 900  -1  -1  60 120  -1  -1]
A319#127,1.182255506515503,8,13440,[],0,[-1 -1  0  0  0  0  0  0]
A319#38,1.5242912769317627,8,10800,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#138,1.6892566680908203,8,17280,[],0,[-1 -1  0 60  0  0  0  0]
A320#49,3.5931708812713623,8,33600,[],0,[-1 -1  0  0  0  0  0  0]
ERJ135#178,0.8369975090026855,8,23040,[],0,[0 0 0 0 0 0 0 0]
ERJ135#29,5.473434686660767,7,57024,[],0,[720 780 300 300  60   0   0]
F100#87,3.884812593460083,8,32256,[],0,[ 0 60  0 -1 -1  0  0  0]
A320#152,1.344374418258667,7,45360,[],0,[60  0  0  0  0  0  0]
A320#168,1.7258830070495605,6,52272,[],0,[  0 600  60   0   0   0]
A321#197,7.70944881439209,8,55296,[],0,[ 0 -1 -1  0  0  0  0  0]
CRJ100#226,7.142319917678833,8,26880,[],0,[ -1  -1  -1 540 540  -1   0   0]
A320#139,3.5666966438293457,8,105840,[],0,[0 0 0 0 0 0 0 0]
A321#114,29.407714128494263,8,161280,[],0,[  0 600 120 180  -1  -1   0   0]
A318#17,30.234216451644897,9,276480,[],0,[-1 -1  0  0  0  0  0  0  0]
A320#128,38.816922426223755,9,259200,[],0,[1140 1200   60    0  240  240  240   -1   -1]
A320#235,0.7993237972259521,8,5040,[],0,[-1 -1  0  0  0  0 -1 -1]
A321#147,3.790731430053711,8,14400,[],0,[-1 -1  0  0 -1 -1  0  0]
A321#200,4.0193867683410645,9,12960,[],0,[780  -1  -1  -1  -1   0  60  -1  -1]
CRJ100#214,14.513701438903809,10,81000,[],0,[-1 -1  0  0  0  0  0  0 -1 -1]
