aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
CRJ700#67,0.3633131980895996,5,12168,[],0,[0 0 0 0 0]
A340#16,0.03415036201477051,4,192,[],0,[  0 900 540  -1]
A330#15,0.0008053779602050781,1,1,[],0,[-1]
A320#50,4.013131380081177,7,27216,[],0,[-1 -1  0  0  0  0  0]
A320#129,1.944537878036499,7,29400,[],0,[60  0  0  0  0  0  0]
A320#112,0.2648029327392578,4,4459,[],0,[ 60 720 360 360]
A320#105,0.4627974033355713,6,6480,[],0,[0 0 0 0 0 0]
A319#37,0.0044558048248291016,3,12,[],0,[-1 -1  0]
A319#163,4.269029140472412,8,30240,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#101,0.48816680908203125,6,6804,[],0,[0 0 0 0 0 0]
A318#34,0.0959615707397461,6,480,[],0,[ 60 780  -1  -1   0   0]
A318#32,1.0028631687164307,5,22176,[],0,[60  0  0  0  0]
A318#125,0.1979818344116211,6,1440,[],0,[-1 -1  0  0  0  0]
A318#33,6.34803318977356,7,25920,[],0,[180   0  -1  -1   0   0   0]
A320#120,2.1121561527252197,8,6912,[],0,[  0 720  -1  -1  -1  -1  -1  -1]
A320#153,3.5247583389282227,8,48384,[],0,[0 0 0 0 0 0 0 0]
A320#48,2.769822120666504,8,17280,[],0,[780 840  -1  -1   0   0   0   0]
A320#53,0.37546777725219727,8,1920,[],0,[-1 -1 -1 -1  0  0  0  0]
A320#56,0.2694268226623535,8,2400,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#59,0.10283923149108887,7,1536,[],0,[0 0 0 0 0 0 0]
A320#6,0.6983644962310791,7,2520,[],0,[900 360  -1  -1  -1  -1   0]
A321#106,2.621246814727783,7,11760,[],0,[120 720 240 240 180  -1  -1]
CRJ100#225,0.6321432590484619,7,5632,[],0,[-1 -1  0  0  0  0  0]
ERJ135#159,0.35525989532470703,6,5600,[],0,[0 0 0 0 0 0]
ERJ135#18,1.7582168579101562,7,14112,[],0,[-1 -1  0  0  0  0  0]
ERJ135#93,2.935319185256958,7,16800,[],0,[720  -1  -1   0   0   0   0]
A319#126,1.8019285202026367,8,6750,[],0,[840 900  -1  -1  60 120  -1  -1]
A319#127,1.1596598625183105,8,13440,[],0,[-1 -1  0  0  0  0  0  0]
A319#38,1.5143156051635742,8,10800,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#138,1.674344539642334,8,17280,[],0,[-1 -1  0 60  0  0  0  0]
A320#168,11.84025764465332,6,58080,[],0,[-1 -1  0  0  0  0]
A320#49,3.5457377433776855,8,33600,[],0,[-1 -1  0  0  0  0  0  0]
ERJ135#178,2.2686712741851807,8,57600,[],0,[0 0 0 0 0 0 0 0]
F100#87,2.4934937953948975,8,47040,[],0,[ 0 60  0 60  0  0  0  0]
CRJ100#226,11.6379554271698,8,43008,[],0,[ -1  -1  -1 540 540  -1   0   0]
ERJ135#29,15.300503969192505,7,63360,[],0,[720 900 480 600  -1  -1   0]
A320#152,1.9522583484649658,7,64800,[],0,[120   0   0   0   0   0   0]
A321#197,11.379697799682617,8,75264,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#1,26.691304683685303,8,89856,[],0,[1080   -1   -1   -1   -1    0    0    0]
A320#139,3.643465518951416,8,105840,[],0,[0 0 0 0 0 0 0 0]
A318#17,13.619606971740723,9,145152,[],0,[-1 -1  0  0  0  0  0  0  0]
CRJ100#214,10.022573471069336,10,151200,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A321#114,27.072198390960693,8,161280,[],0,[  0 600 120 180  -1  -1   0   0]
A320#235,40.645806074142456,8,276480,[],0,[-1 -1  0  0  0  0  0  0]
A319#189,52.214439392089844,9,272160,[],0,[720 720 300 300  -1  -1   0   0   0]
A319#234,4.5636656284332275,8,32400,[],0,[720 180 180 120 120  -1  -1   0]
A320#128,1.5954351425170898,9,16800,[],0,[  0 720 180 240  -1  -1  -1  -1   0]
A321#147,35.897318840026855,8,124416,[],0,[ -1  -1   0 180  -1  -1   0   0]
A321#200,5.275028944015503,9,18144,[],0,[780  -1  -1  -1  -1   0   0   0  -1]
