aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
CRJ700#67,0.3589801788330078,5,12168,[],0,[0 0 0 0 0]
A340#16,0.03451061248779297,4,192,[],0,[  0 900 540  -1]
A330#15,0.0010821819305419922,1,1,[],0,[-1]
A320#50,4.65244197845459,7,27216,[],0,[-1 -1  0  0  0  0  0]
A320#129,1.96256685256958,7,29400,[],0,[60  0  0  0  0  0  0]
A320#112,0.25995540618896484,4,4459,[],0,[ 60 720 360 360]
A320#105,0.47267961502075195,6,6480,[],0,[0 0 0 0 0 0]
A319#37,0.005402803421020508,3,12,[],0,[-1 -1  0]
A319#163,4.366197824478149,8,30240,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#101,0.5073878765106201,6,6804,[],0,[0 0 0 0 0 0]
A318#34,0.09854531288146973,6,480,[],0,[ 60 780  -1  -1   0   0]
A318#32,1.0487520694732666,5,22176,[],0,[60  0  0  0  0]
A318#125,0.20724940299987793,6,1440,[],0,[-1 -1  0  0  0  0]
A318#33,6.558172941207886,7,25920,[],0,[180   0  -1  -1   0   0   0]
A320#120,2.176987886428833,8,6912,[],0,[  0 720  -1  -1  -1  -1  -1  -1]
A320#153,3.573488235473633,8,48384,[],0,[0 0 0 0 0 0 0 0]
A320#48,2.8418843746185303,8,17280,[],0,[780 840  -1  -1   0   0   0   0]
A320#53,0.37662839889526367,8,1920,[],0,[-1 -1 -1 -1  0  0  0  0]
A320#56,0.274627685546875,8,2400,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#59,0.10332298278808594,7,1536,[],0,[0 0 0 0 0 0 0]
A320#6,0.7087719440460205,7,2520,[],0,[900 360  -1  -1  -1  -1   0]
A321#106,2.6595726013183594,7,11760,[],0,[120 720 240 240 180  -1  -1]
CRJ100#225,0.6406242847442627,7,5632,[],0,[-1 -1  0  0  0  0  0]
ERJ135#159,0.3606832027435303,6,5600,[],0,[0 0 0 0 0 0]
ERJ135#18,1.7575623989105225,7,14112,[],0,[-1 -1  0  0  0  0  0]
ERJ135#93,2.9219350814819336,7,16800,[],0,[720  -1  -1   0   0   0   0]
A319#126,1.7868857383728027,8,6750,[],0,[840 900  -1  -1  60 120  -1  -1]
A319#127,1.157721996307373,8,13440,[],0,[-1 -1  0  0  0  0  0  0]
A319#38,1.5122051239013672,8,10800,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#138,1.6599736213684082,8,17280,[],0,[-1 -1  0 60  0  0  0  0]
A320#168,11.958174705505371,6,58080,[],0,[-1 -1  0  0  0  0]
A320#49,3.5435361862182617,8,33600,[],0,[-1 -1  0  0  0  0  0  0]
ERJ135#178,2.2413549423217773,8,57600,[],0,[0 0 0 0 0 0 0 0]
F100#87,2.5183088779449463,8,47040,[],0,[ 0 60  0 60  0  0  0  0]
CRJ100#226,11.790453672409058,8,43008,[],0,[ -1  -1  -1 540 540  -1   0   0]
ERJ135#29,15.249958276748657,7,63360,[],0,[720 900 480 600  -1  -1   0]
A320#152,2.011794090270996,7,64800,[],0,[120   0   0   0   0   0   0]
A321#197,11.494772672653198,8,75264,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#1,27.573322772979736,8,89856,[],0,[1080   -1   -1   -1   -1    0    0    0]
A320#139,3.6688177585601807,8,105840,[],0,[0 0 0 0 0 0 0 0]
A318#17,13.807155847549438,9,145152,[],0,[-1 -1  0  0  0  0  0  0  0]
CRJ100#214,10.100046634674072,10,151200,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A321#114,27.799551963806152,8,161280,[],0,[  0 600 120 180  -1  -1   0   0]
A320#235,41.04845380783081,8,276480,[],0,[-1 -1  0  0  0  0  0  0]
A319#189,52.77671480178833,9,272160,[],0,[720 720 300 300  -1  -1   0   0   0]
A319#234,4.6768834590911865,8,32400,[],0,[720 180 180 120 120  -1  -1   0]
A320#128,1.6127550601959229,9,16800,[],0,[  0 720 180 240  -1  -1  -1  -1   0]
A321#147,35.84321713447571,8,124416,[],0,[ -1  -1   0 180  -1  -1   0   0]
A321#200,5.356235027313232,9,18144,[],0,[780  -1  -1  -1  -1   0   0   0  -1]
