aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
ERJ135#93,0.0005762577056884766,2,1,[],0,[-1 -1]
BAE300#81,0.0005071163177490234,5,1,[],0,[-1 -1 -1 -1 -1]
A321#107,0.0030541419982910156,2,9,[],0,[240   0]
A320#205,0.5531198978424072,6,7000,[],0,[660   0   0   0   0   0]
A320#151,0.21124839782714844,5,7056,[],0,[540 120   0   0   0]
A319#248,0.41275501251220703,6,9072,[],0,[600  60  60   0   0   0]
A319#246,0.15887141227722168,5,1080,[],0,[180 180 120 240  -1]
A319#203,0.24967336654663086,6,5670,[],0,[ 60 120   0   0   0   0]
A319#101,0.0017731189727783203,1,1,[],0,[-1]
A318#247,0.07939720153808594,5,3150,[],0,[60  0  0  0  0]
A320#223,0.7827823162078857,7,25920,[],0,[120 600 180   0   0   0   0]
A320#48,4.903804779052734,7,25920,[],0,[660  -1  -1   0   0   0   0]
A320#98,2.305523157119751,9,43200,[],0,[ -1  -1   0 240 660 120   0   0   0]
A318#34,8.363588809967041,8,43200,[],0,[300 300 780 840  -1  -1   0   0]
A319#42,3.9763741493225098,8,21600,[],0,[ -1  -1  -1 120 840 960 360 420]
A320#204,0.9558053016662598,8,16800,[],0,[-1 -1  0  0  0  0  0  0]
A320#250,1.3872625827789307,9,48384,[],0,[-1 -1  0  0  0  0  0  0  0]
A320#56,16.33883571624756,10,48384,[],0,[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
A320#91,5.630460023880005,7,18900,[],0,[1260 1260 1260   -1   -1  360  180]
A319#249,16.332072496414185,10,57600,[],0,[  -1   -1 1080   -1   -1  780  300  240  420   -1]
A320#7,13.259306192398071,12,62208,[],0,[-1 -1 -1 -1  0  0 60 -1 -1  0  0  0]
A318#35,1.548448085784912,12,12000,[],0,[-1 -1 -1  0  0  0  0 -1 -1  0  0 -1]
A319#211,7.944498062133789,9,77760,[],0,[ -1 240 720 720 180 480 480  60  -1]
A319#41,7.4899492263793945,11,54432,[],0,[  -1   -1  300 1020   -1   -1  780    0    0    0    0]
A320#54,1.4141783714294434,10,40320,[],0,[-1 -1  0  0  0  0  0  0  0 -1]
A320#55,16.120645761489868,10,51840,[],0,[  -1 1200 1260 1260   -1   -1   -1   -1    0    0]
A321#131,9.427433013916016,8,59400,[],0,[ -1  -1  -1 600 300 300 300   0]
A319#127,19.538982391357422,9,60480,[],0,[900 960 960 540 720  -1  -1  -1  -1]
A320#50,9.462884902954102,11,36864,[],0,[-1 -1 -1 -1 -1 -1  0  0  0  0  0]
A319#39,20.40221405029297,12,96768,[],0,[ -1  -1  -1  -1 720 180  -1  -1   0   0   0   0]
A320#102,20.93050765991211,9,119808,[],0,[-1 -1 -1  0  0  0  0  0  0]
A320#60,18.019309282302856,11,129024,[],0,[ -1  -1 300 240 660 240  -1  -1   0   0   0]
A319#190,20.159271717071533,10,82944,[],0,[  60 1080   -1   -1  840  300   -1   -1    0    0]
A320#105,1.1107912063598633,10,35280,[],0,[-1 -1  0  0  0  0  0  0  0  0]
A320#139,16.079912662506104,11,81648,[],0,[ -1  -1  -1 900 960 960 540  -1  -1 180 120]
A320#161,28.244964122772217,11,81648,[],0,[1260   -1   -1  960  960   -1   -1   -1   -1    0    0]
