aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
CRJ700#67,0.36430811882019043,5,12168,[],0,[0 0 0 0 0]
CRJ100#214,0.0014390945434570312,2,1,[],0,[-1 -1]
A340#16,0.0348052978515625,4,192,[],0,[  0 900 540  -1]
A330#15,0.0008032321929931641,1,1,[],0,[-1]
A320#50,4.230881214141846,7,27216,[],0,[-1 -1  0  0  0  0  0]
A320#129,2.012361526489258,7,29400,[],0,[60  0  0  0  0  0  0]
A320#105,0.4835648536682129,6,6480,[],0,[0 0 0 0 0 0]
A319#163,4.33415961265564,8,30240,[],0,[ 0 -1 -1  0  0  0  0  0]
A319#101,0.4896225929260254,6,6804,[],0,[0 0 0 0 0 0]
A318#34,0.09528064727783203,6,480,[],0,[ 60 780  -1  -1   0   0]
A318#247,0.00045180320739746094,3,1,[],0,[-1 -1 -1]
A318#125,0.20075607299804688,6,1440,[],0,[-1 -1  0  0  0  0]
A318#33,5.611745119094849,7,23328,[],0,[180   0  -1  -1   0   0   0]
A320#120,2.1395437717437744,8,6912,[],0,[  0 720  -1  -1  -1  -1  -1  -1]
A320#153,3.5294582843780518,8,48384,[],0,[0 0 0 0 0 0 0 0]
A320#48,2.802264928817749,8,17280,[],0,[780 840  -1  -1   0   0   0   0]
A320#53,0.3754537105560303,8,1920,[],0,[-1 -1 -1 -1  0  0  0  0]
A320#56,0.3089864253997803,8,2880,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#59,0.10853314399719238,7,1536,[],0,[0 0 0 0 0 0 0]
A320#6,0.7212784290313721,7,2520,[],0,[900 360  -1  -1  -1  -1   0]
A321#106,2.6798934936523438,7,11760,[],0,[120 720 240 240 180  -1  -1]
A321#198,0.2717773914337158,8,1152,[],0,[ -1  -1  -1  -1   0 180   0  -1]
CRJ100#225,0.6574885845184326,7,5632,[],0,[-1 -1  0  0  0  0  0]
ERJ135#159,0.36420464515686035,6,5600,[],0,[0 0 0 0 0 0]
ERJ135#18,1.789513349533081,7,14112,[],0,[-1 -1  0  0  0  0  0]
ERJ135#93,2.577101707458496,7,14400,[],0,[720  -1  -1   0   0   0   0]
A319#126,1.8419551849365234,8,6750,[],0,[840 900  -1  -1  60 120  -1  -1]
A319#127,1.196012258529663,8,13440,[],0,[-1 -1  0  0  0  0  0  0]
A319#38,1.5045840740203857,8,10800,[],0,[ 0 -1 -1  0  0  0  0  0]
A320#138,1.7040395736694336,8,17280,[],0,[-1 -1  0 60  0  0  0  0]
A320#49,3.5908336639404297,8,33600,[],0,[-1 -1  0  0  0  0  0  0]
A321#197,8.64409613609314,8,45360,[],0,[ 0 -1 -1  0  0  0  0 -1]
ERJ135#178,0.3831214904785156,8,9216,[],0,[0 0 0 0 0 0 0 0]
ERJ135#29,5.575653314590454,7,57024,[],0,[720 780 300 300  60   0   0]
F100#87,9.04678750038147,9,48384,[],0,[  0 720 720 180  -1  -1   0   0   0]
A320#168,1.7577033042907715,6,52272,[],0,[  0 600  60   0   0   0]
CRJ100#226,7.26232647895813,8,26880,[],0,[ -1  -1  -1 540 540  -1   0   0]
A320#152,2.12937593460083,7,67200,[],0,[60  0  0  0  0  0  0]
A320#139,3.7585020065307617,8,105840,[],0,[0 0 0 0 0 0 0 0]
A321#114,48.75970816612244,8,259200,[],0,[  0 600 120 180  -1  -1   0   0]
F100#85,19.101654291152954,9,259200,[],0,[0 0 0 0 0 0 0 0 0]
CRJ100#214,0.001508951187133789,3,1,[],0,[ 0 -1 -1]
A318#17,30.2783944606781,9,276480,[],0,[-1 -1  0  0  0  0  0  0  0]
A320#235,1.3105525970458984,8,11200,[],0,[ -1  -1   0   0   0   0 120  -1]
A321#147,3.197237014770508,8,30000,[],0,[-1 -1  0  0  0  0  0  0]
A321#200,6.065516471862793,9,19440,[],0,[780 960 540  -1  -1  -1  -1   0  -1]
BAE300#117,7.186239957809448,10,48000,[],0,[60 60 -1 -1  0  0  0  0  0 -1]
