74 ORY CDG 00:20 00:50 0 07/01/06 TranspCom#4
4 CDG ORY 01:00 01:30 0 07/01/06 TranspCom#4
78 ORY CDG 01:40 02:10 0 07/01/06 TranspCom#4
8 CDG ORY 02:20 02:50 0 07/01/06 TranspCom#4
82 ORY CDG 03:00 03:30 0 07/01/06 TranspCom#4
12 CDG ORY 03:40 04:10 0 07/01/06 TranspCom#4
86 ORY CDG 04:20 04:50 0 07/01/06 TranspCom#4
16 CDG ORY 05:00 05:30 0 07/01/06 TranspCom#4
90 ORY CDG 05:40 06:10 0 07/01/06 TranspCom#4
20 CDG ORY 06:20 06:50 0 07/01/06 TranspCom#4
94 ORY CDG 07:00 07:30 0 07/01/06 TranspCom#4
24 CDG ORY 07:40 08:10 0 07/01/06 TranspCom#4
98 ORY CDG 08:20 08:50 0 07/01/06 TranspCom#4
28 CDG ORY 09:00 09:30 0 07/01/06 TranspCom#4
102 ORY CDG 09:40 10:10 0 07/01/06 TranspCom#4
32 CDG ORY 10:20 10:50 0 07/01/06 TranspCom#4
106 ORY CDG 11:00 11:30 0 07/01/06 TranspCom#4
36 CDG ORY 11:40 12:10 0 07/01/06 TranspCom#4
110 ORY CDG 12:20 12:50 0 07/01/06 TranspCom#4
40 CDG ORY 13:00 13:30 0 07/01/06 TranspCom#4
114 ORY CDG 13:40 14:10 0 07/01/06 TranspCom#4
44 CDG ORY 14:20 14:50 0 07/01/06 TranspCom#4
118 ORY CDG 15:00 15:30 0 07/01/06 TranspCom#4
48 CDG ORY 15:40 16:10 0 07/01/06 TranspCom#4
122 ORY CDG 16:20 16:50 0 07/01/06 TranspCom#4
52 CDG ORY 17:00 17:30 0 07/01/06 TranspCom#4
126 ORY CDG 17:40 18:10 0 07/01/06 TranspCom#4
56 CDG ORY 18:20 18:50 0 07/01/06 TranspCom#4
130 ORY CDG 19:00 19:30 0 07/01/06 TranspCom#4
60 CDG ORY 19:40 20:10 0 07/01/06 TranspCom#4
134 ORY CDG 20:20 20:50 0 07/01/06 TranspCom#4
64 CDG ORY 21:00 21:30 0 07/01/06 TranspCom#4
138 ORY CDG 21:40 22:10 0 07/01/06 TranspCom#4
68 CDG ORY 22:20 22:50 0 07/01/06 TranspCom#4
142 ORY CDG 23:00 23:30 0 07/01/06 TranspCom#4
72 CDG ORY 23:40 00:10+1 0 07/01/06 TranspCom#4
