1 CDG ORY 00:00 00:30 0 07/01/06 TranspCom#1
2 CDG ORY 00:20 00:50 0 07/01/06 TranspCom#2
3 CDG ORY 00:40 01:10 0 07/01/06 TranspCom#3
4 CDG ORY 01:00 01:30 0 07/01/06 TranspCom#4
5 CDG ORY 01:20 01:50 0 07/01/06 TranspCom#1
6 CDG ORY 01:40 02:10 0 07/01/06 TranspCom#2
7 CDG ORY 02:00 02:30 0 07/01/06 TranspCom#3
8 CDG ORY 02:20 02:50 0 07/01/06 TranspCom#4
9 CDG ORY 02:40 03:10 0 07/01/06 TranspCom#1
10 CDG ORY 03:00 03:30 0 07/01/06 TranspCom#2
11 CDG ORY 03:20 03:50 0 07/01/06 TranspCom#3
12 CDG ORY 03:40 04:10 0 07/01/06 TranspCom#4
13 CDG ORY 04:00 04:30 0 07/01/06 TranspCom#1
14 CDG ORY 04:20 04:50 0 07/01/06 TranspCom#2
15 CDG ORY 04:40 05:10 0 07/01/06 TranspCom#3
16 CDG ORY 05:00 05:30 0 07/01/06 TranspCom#4
17 CDG ORY 05:20 05:50 0 07/01/06 TranspCom#1
18 CDG ORY 05:40 06:10 0 07/01/06 TranspCom#2
19 CDG ORY 06:00 06:30 0 07/01/06 TranspCom#3
20 CDG ORY 06:20 06:50 0 07/01/06 TranspCom#4
21 CDG ORY 06:40 07:10 0 07/01/06 TranspCom#1
22 CDG ORY 07:00 07:30 0 07/01/06 TranspCom#2
23 CDG ORY 07:20 07:50 0 07/01/06 TranspCom#3
24 CDG ORY 07:40 08:10 0 07/01/06 TranspCom#4
25 CDG ORY 08:00 08:30 0 07/01/06 TranspCom#1
26 CDG ORY 08:20 08:50 0 07/01/06 TranspCom#2
27 CDG ORY 08:40 09:10 0 07/01/06 TranspCom#3
28 CDG ORY 09:00 09:30 0 07/01/06 TranspCom#4
29 CDG ORY 09:20 09:50 0 07/01/06 TranspCom#1
30 CDG ORY 09:40 10:10 0 07/01/06 TranspCom#2
31 CDG ORY 10:00 10:30 0 07/01/06 TranspCom#3
32 CDG ORY 10:20 10:50 0 07/01/06 TranspCom#4
33 CDG ORY 10:40 11:10 0 07/01/06 TranspCom#1
34 CDG ORY 11:00 11:30 0 07/01/06 TranspCom#2
35 CDG ORY 11:20 11:50 0 07/01/06 TranspCom#3
36 CDG ORY 11:40 12:10 0 07/01/06 TranspCom#4
37 CDG ORY 12:00 12:30 0 07/01/06 TranspCom#1
38 CDG ORY 12:20 12:50 0 07/01/06 TranspCom#2
39 CDG ORY 12:40 13:10 0 07/01/06 TranspCom#3
40 CDG ORY 13:00 13:30 0 07/01/06 TranspCom#4
41 CDG ORY 13:20 13:50 0 07/01/06 TranspCom#1
42 CDG ORY 13:40 14:10 0 07/01/06 TranspCom#2
43 CDG ORY 14:00 14:30 0 07/01/06 TranspCom#3
44 CDG ORY 14:20 14:50 0 07/01/06 TranspCom#4
45 CDG ORY 14:40 15:10 0 07/01/06 TranspCom#1
46 CDG ORY 15:00 15:30 0 07/01/06 TranspCom#2
47 CDG ORY 15:20 15:50 0 07/01/06 TranspCom#3
48 CDG ORY 15:40 16:10 0 07/01/06 TranspCom#4
49 CDG ORY 16:00 16:30 0 07/01/06 TranspCom#1
50 CDG ORY 16:20 16:50 0 07/01/06 TranspCom#2
51 CDG ORY 16:40 17:10 0 07/01/06 TranspCom#3
52 CDG ORY 17:00 17:30 0 07/01/06 TranspCom#4
53 CDG ORY 17:20 17:50 0 07/01/06 TranspCom#1
54 CDG ORY 17:40 18:10 0 07/01/06 TranspCom#2
55 CDG ORY 18:00 18:30 0 07/01/06 TranspCom#3
56 CDG ORY 18:20 18:50 0 07/01/06 TranspCom#4
57 CDG ORY 18:40 19:10 0 07/01/06 TranspCom#1
58 CDG ORY 19:00 19:30 0 07/01/06 TranspCom#2
59 CDG ORY 19:20 19:50 0 07/01/06 TranspCom#3
60 CDG ORY 19:40 20:10 0 07/01/06 TranspCom#4
61 CDG ORY 20:00 20:30 0 07/01/06 TranspCom#1
62 CDG ORY 20:20 20:50 0 07/01/06 TranspCom#2
63 CDG ORY 20:40 21:10 0 07/01/06 TranspCom#3
64 CDG ORY 21:00 21:30 0 07/01/06 TranspCom#4
65 CDG ORY 21:20 21:50 0 07/01/06 TranspCom#1
66 CDG ORY 21:40 22:10 0 07/01/06 TranspCom#2
67 CDG ORY 22:00 22:30 0 07/01/06 TranspCom#3
68 CDG ORY 22:20 22:50 0 07/01/06 TranspCom#4
69 CDG ORY 22:40 23:10 0 07/01/06 TranspCom#1
70 CDG ORY 23:00 23:30 0 07/01/06 TranspCom#2
71 CDG ORY 23:20 23:50 0 07/01/06 TranspCom#3
72 CDG ORY 23:40 00:10+1 0 07/01/06 TranspCom#4
73 ORY CDG 00:00 00:30 0 07/01/06 TranspCom#3
74 ORY CDG 00:20 00:50 0 07/01/06 TranspCom#4
75 ORY CDG 00:40 01:10 0 07/01/06 TranspCom#1
76 ORY CDG 01:00 01:30 0 07/01/06 TranspCom#2
77 ORY CDG 01:20 01:50 0 07/01/06 TranspCom#3
78 ORY CDG 01:40 02:10 0 07/01/06 TranspCom#4
79 ORY CDG 02:00 02:30 0 07/01/06 TranspCom#1
80 ORY CDG 02:20 02:50 0 07/01/06 TranspCom#2
81 ORY CDG 02:40 03:10 0 07/01/06 TranspCom#3
82 ORY CDG 03:00 03:30 0 07/01/06 TranspCom#4
83 ORY CDG 03:20 03:50 0 07/01/06 TranspCom#1
84 ORY CDG 03:40 04:10 0 07/01/06 TranspCom#2
85 ORY CDG 04:00 04:30 0 07/01/06 TranspCom#3
86 ORY CDG 04:20 04:50 0 07/01/06 TranspCom#4
87 ORY CDG 04:40 05:10 0 07/01/06 TranspCom#1
88 ORY CDG 05:00 05:30 0 07/01/06 TranspCom#2
89 ORY CDG 05:20 05:50 0 07/01/06 TranspCom#3
90 ORY CDG 05:40 06:10 0 07/01/06 TranspCom#4
91 ORY CDG 06:00 06:30 0 07/01/06 TranspCom#1
92 ORY CDG 06:20 06:50 0 07/01/06 TranspCom#2
93 ORY CDG 06:40 07:10 0 07/01/06 TranspCom#3
94 ORY CDG 07:00 07:30 0 07/01/06 TranspCom#4
95 ORY CDG 07:20 07:50 0 07/01/06 TranspCom#1
96 ORY CDG 07:40 08:10 0 07/01/06 TranspCom#2
97 ORY CDG 08:00 08:30 0 07/01/06 TranspCom#3
98 ORY CDG 08:20 08:50 0 07/01/06 TranspCom#4
99 ORY CDG 08:40 09:10 0 07/01/06 TranspCom#1
100 ORY CDG 09:00 09:30 0 07/01/06 TranspCom#2
101 ORY CDG 09:20 09:50 0 07/01/06 TranspCom#3
102 ORY CDG 09:40 10:10 0 07/01/06 TranspCom#4
103 ORY CDG 10:00 10:30 0 07/01/06 TranspCom#1
104 ORY CDG 10:20 10:50 0 07/01/06 TranspCom#2
105 ORY CDG 10:40 11:10 0 07/01/06 TranspCom#3
106 ORY CDG 11:00 11:30 0 07/01/06 TranspCom#4
107 ORY CDG 11:20 11:50 0 07/01/06 TranspCom#1
108 ORY CDG 11:40 12:10 0 07/01/06 TranspCom#2
109 ORY CDG 12:00 12:30 0 07/01/06 TranspCom#3
110 ORY CDG 12:20 12:50 0 07/01/06 TranspCom#4
111 ORY CDG 12:40 13:10 0 07/01/06 TranspCom#1
112 ORY CDG 13:00 13:30 0 07/01/06 TranspCom#2
113 ORY CDG 13:20 13:50 0 07/01/06 TranspCom#3
114 ORY CDG 13:40 14:10 0 07/01/06 TranspCom#4
115 ORY CDG 14:00 14:30 0 07/01/06 TranspCom#1
116 ORY CDG 14:20 14:50 0 07/01/06 TranspCom#2
117 ORY CDG 14:40 15:10 0 07/01/06 TranspCom#3
118 ORY CDG 15:00 15:30 0 07/01/06 TranspCom#4
119 ORY CDG 15:20 15:50 0 07/01/06 TranspCom#1
120 ORY CDG 15:40 16:10 0 07/01/06 TranspCom#2
121 ORY CDG 16:00 16:30 0 07/01/06 TranspCom#3
122 ORY CDG 16:20 16:50 0 07/01/06 TranspCom#4
123 ORY CDG 16:40 17:10 0 07/01/06 TranspCom#1
124 ORY CDG 17:00 17:30 0 07/01/06 TranspCom#2
125 ORY CDG 17:20 17:50 0 07/01/06 TranspCom#3
126 ORY CDG 17:40 18:10 0 07/01/06 TranspCom#4
127 ORY CDG 18:00 18:30 0 07/01/06 TranspCom#1
128 ORY CDG 18:20 18:50 0 07/01/06 TranspCom#2
129 ORY CDG 18:40 19:10 0 07/01/06 TranspCom#3
